,CommunityID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,a8,F2,F3
520,03151900506,3,15,19,5,6,2,6,8,1
521,03151900506,3,15,19,5,6,2,6,9,2
522,03152000705,3,15,20,7,5,1,1,1,2
523,03152000705,3,15,20,7,5,1,1,2,2
524,03152000705,3,15,20,7,5,1,1,3,2
525,03152000705,3,15,20,7,5,1,1,4,2
526,03152000705,3,15,20,7,5,1,1,5,2
527,03152000705,3,15,20,7,5,1,1,6,2
528,03152000705,3,15,20,7,5,1,1,7,2
529,03152000705,3,15,20,7,5,1,1,8,2
530,03152000705,3,15,20,7,5,1,1,9,2
531,03160201902,3,16,2,19,2,2,3,1,2
532,03160201902,3,16,2,19,2,2,3,2,2
533,03160201902,3,16,2,19,2,2,3,3,2
534,03160201902,3,16,2,19,2,2,3,4,2
535,03160201902,3,16,2,19,2,2,3,5,2
536,03160201902,3,16,2,19,2,2,3,6,2
537,03160201902,3,16,2,19,2,2,3,7,2
538,03160201902,3,16,2,19,2,2,3,8,2
539,03160201902,3,16,2,19,2,2,3,9,2
540,03160204005,3,16,2,40,5,2,2,1,2
541,03160204005,3,16,2,40,5,2,2,2,2
542,03160204005,3,16,2,40,5,2,2,3,2
543,03160204005,3,16,2,40,5,2,2,4,1
544,03160204005,3,16,2,40,5,2,2,5,1
545,03160204005,3,16,2,40,5,2,2,6,2
546,03160204005,3,16,2,40,5,2,2,7,2
547,03160204005,3,16,2,40,5,2,2,8,2
548,03160204005,3,16,2,40,5,2,2,9,2
549,03160500103,3,16,5,1,3,1,1,1,2
550,03160500103,3,16,5,1,3,1,1,2,2
551,03160500103,3,16,5,1,3,1,1,3,2
552,03160500103,3,16,5,1,3,1,1,4,2
553,03160500103,3,16,5,1,3,1,1,5,2
554,03160500103,3,16,5,1,3,1,1,6,2
555,03160500103,3,16,5,1,3,1,1,7,2
556,03160500103,3,16,5,1,3,1,1,8,2
557,03160500103,3,16,5,1,3,1,1,9,2
558,03160600803,3,16,6,8,3,2,1,1,1
559,03160600803,3,16,6,8,3,2,1,2,2
560,03160600803,3,16,6,8,3,2,1,3,2
561,03160600803,3,16,6,8,3,2,1,4,2
562,03160600803,3,16,6,8,3,2,1,5,1
563,03160600803,3,16,6,8,3,2,1,6,1
564,03160600803,3,16,6,8,3,2,1,7,2
565,03160600803,3,16,6,8,3,2,1,8,2
566,03160600803,3,16,6,8,3,2,1,9,2
567,03161500214,3,16,15,2,14,1,1,1,2
568,03161500214,3,16,15,2,14,1,1,2,2
569,03161500214,3,16,15,2,14,1,1,3,2
570,03161500214,3,16,15,2,14,1,1,4,2
571,03161500214,3,16,15,2,14,1,1,5,2
572,03161500214,3,16,15,2,14,1,1,6,2
573,03161500214,3,16,15,2,14,1,1,7,2
574,03161500214,3,16,15,2,14,1,1,8,2
575,03161500214,3,16,15,2,14,1,1,9,2
576,03170400206,3,17,4,2,6,2,7,1,2
577,03170400206,3,17,4,2,6,2,7,2,2
578,03170400206,3,17,4,2,6,2,7,3,2
579,03170400206,3,17,4,2,6,2,7,4,2
580,03170400206,3,17,4,2,6,2,7,5,2
581,03170400206,3,17,4,2,6,2,7,6,2
582,03170400206,3,17,4,2,6,2,7,7,2
583,03170400206,3,17,4,2,6,2,7,8,2
584,03170400206,3,17,4,2,6,2,7,9,2
585,03170401804,3,17,4,18,4,2,5,1,2
586,03170401804,3,17,4,18,4,2,5,2,2
587,03170401804,3,17,4,18,4,2,5,3,2
588,03170401804,3,17,4,18,4,2,5,4,2
589,03170401804,3,17,4,18,4,2,5,5,2
590,03170401804,3,17,4,18,4,2,5,6,2
591,03170401804,3,17,4,18,4,2,5,7,2
592,03170401804,3,17,4,18,4,2,5,8,2
593,03170401804,3,17,4,18,4,2,5,9,2
594,03170403702,3,17,4,37,2,2,6,1,2
595,03170403702,3,17,4,37,2,2,6,2,2
596,03170403702,3,17,4,37,2,2,6,3,2
597,03170403702,3,17,4,37,2,2,6,4,2
598,03170403702,3,17,4,37,2,2,6,5,2
599,03170403702,3,17,4,37,2,2,6,6,2
600,03170403702,3,17,4,37,2,2,6,7,2
601,03170403702,3,17,4,37,2,2,6,8,2
602,03170403702,3,17,4,37,2,2,6,9,2
603,03170601005,3,17,6,10,5,2,4,1,2
604,03170601005,3,17,6,10,5,2,4,2,2
605,03170601005,3,17,6,10,5,2,4,3,2
606,03170601005,3,17,6,10,5,2,4,4,2
607,03170601005,3,17,6,10,5,2,4,5,2
608,03170601005,3,17,6,10,5,2,4,6,2
609,03170601005,3,17,6,10,5,2,4,7,2
610,03170601005,3,17,6,10,5,2,4,8,2
611,03170601005,3,17,6,10,5,2,4,9,2
612,03180100102,3,18,1,1,2,1,1,1,2
613,03180100102,3,18,1,1,2,1,1,2,2
614,03180100102,3,18,1,1,2,1,1,3,2
615,03180100102,3,18,1,1,2,1,1,4,2
616,03180100102,3,18,1,1,2,1,1,5,2
617,03180100102,3,18,1,1,2,1,1,6,2
618,03180100102,3,18,1,1,2,1,1,7,2
619,03180100102,3,18,1,1,2,1,1,8,2
620,03180100102,3,18,1,1,2,1,1,9,2
621,03180201302,3,18,2,13,2,2,13,1,1
622,03180201302,3,18,2,13,2,2,13,2,1
623,03180201302,3,18,2,13,2,2,13,3,1
624,03180201302,3,18,2,13,2,2,13,4,1
625,03180201302,3,18,2,13,2,2,13,5,1
626,03180201302,3,18,2,13,2,2,13,6,1
627,03180201302,3,18,2,13,2,2,13,7,1
628,03180201302,3,18,2,13,2,2,13,8,1
629,03180201302,3,18,2,13,2,2,13,9,2
630,03180302503,3,18,3,25,3,2,14,1,1
631,03180302503,3,18,3,25,3,2,14,2,1
632,03180302503,3,18,3,25,3,2,14,3,1
633,03180302503,3,18,3,25,3,2,14,4,1
634,03180302503,3,18,3,25,3,2,14,5,1
635,03180302503,3,18,3,25,3,2,14,6,1
636,03180302503,3,18,3,25,3,2,14,7,1
637,03180302503,3,18,3,25,3,2,14,8,1
638,03180302503,3,18,3,25,3,2,14,9,2
639,03180700305,3,18,7,3,5,1,1,1,2
640,03180700305,3,18,7,3,5,1,1,2,2
641,03180700305,3,18,7,3,5,1,1,3,2
642,03180700305,3,18,7,3,5,1,1,4,2
643,03180700305,3,18,7,3,5,1,1,5,2
644,03180700305,3,18,7,3,5,1,1,6,2
645,03180700305,3,18,7,3,5,1,1,7,2
646,03180700305,3,18,7,3,5,1,1,8,2
647,03180700305,3,18,7,3,5,1,1,9,2
648,03190201401,3,19,2,14,1,2,9,1,2
649,03190201401,3,19,2,14,1,2,9,2,2
650,03190201401,3,19,2,14,1,2,9,3,2
651,03190201401,3,19,2,14,1,2,9,4,2
652,03190201401,3,19,2,14,1,2,9,5,2
653,03190201401,3,19,2,14,1,2,9,6,2
654,03190201401,3,19,2,14,1,2,9,7,1
655,03190201401,3,19,2,14,1,2,9,8,1
656,03190201401,3,19,2,14,1,2,9,9,2
657,03190202501,3,19,2,25,1,2,8,1,2
658,03190202501,3,19,2,25,1,2,8,2,2
659,03190202501,3,19,2,25,1,2,8,3,2
660,03190202501,3,19,2,25,1,2,8,4,1
661,03190202501,3,19,2,25,1,2,8,5,1
662,03190202501,3,19,2,25,1,2,8,6,2
663,03190202501,3,19,2,25,1,2,8,7,1
664,03190202501,3,19,2,25,1,2,8,8,1
665,03190202501,3,19,2,25,1,2,8,9,2
666,03190402004,3,19,4,20,4,2,10,1,2
667,03190402004,3,19,4,20,4,2,10,2,2
668,03190402004,3,19,4,20,4,2,10,3,2
669,03190402004,3,19,4,20,4,2,10,4,2
670,03190402004,3,19,4,20,4,2,10,5,2
671,03190402004,3,19,4,20,4,2,10,6,2
672,03190402004,3,19,4,20,4,2,10,7,2
673,03190402004,3,19,4,20,4,2,10,8,2
674,03190402004,3,19,4,20,4,2,10,9,2
675,03200100113,3,20,1,1,13,2,1,1,2
676,03200100113,3,20,1,1,13,2,1,2,2
677,03200100113,3,20,1,1,13,2,1,3,2
678,03200100113,3,20,1,1,13,2,1,4,2
679,03200100113,3,20,1,1,13,2,1,5,2
680,03200100113,3,20,1,1,13,2,1,6,2
681,03200100113,3,20,1,1,13,2,1,7,1
682,03200100113,3,20,1,1,13,2,1,8,1
683,03200100113,3,20,1,1,13,2,1,9,2
684,03200100807,3,20,1,8,7,2,7,1,2
685,03200100807,3,20,1,8,7,2,7,2,1
686,03200100807,3,20,1,8,7,2,7,3,2
687,03200100807,3,20,1,8,7,2,7,4,1
688,03200100807,3,20,1,8,7,2,7,5,1
689,03200100807,3,20,1,8,7,2,7,6,2
690,03200100807,3,20,1,8,7,2,7,7,1
691,03200100807,3,20,1,8,7,2,7,8,1
692,03200100807,3,20,1,8,7,2,7,9,2
693,03200200209,3,20,2,2,9,1,4,1,1
694,03200200209,3,20,2,2,9,1,4,2,1
695,03200200209,3,20,2,2,9,1,4,3,1
696,03200200209,3,20,2,2,9,1,4,4,2
697,03200200209,3,20,2,2,9,1,4,5,2
698,03200200209,3,20,2,2,9,1,4,6,2
699,03200200209,3,20,2,2,9,1,4,7,1
700,03200200209,3,20,2,2,9,1,4,8,2
701,03200200209,3,20,2,2,9,1,4,9,2
702,03210101214,3,21,1,12,14,1,1,1,2
703,03210101214,3,21,1,12,14,1,1,2,2
704,03210101214,3,21,1,12,14,1,1,3,2
705,03210101214,3,21,1,12,14,1,1,4,2
706,03210101214,3,21,1,12,14,1,1,5,2
707,03210101214,3,21,1,12,14,1,1,6,2
708,03210101214,3,21,1,12,14,1,1,7,2
709,03210101214,3,21,1,12,14,1,1,8,2
710,03210101214,3,21,1,12,14,1,1,9,2
711,04220202602,4,22,2,26,2,2,1,1,1
712,04220202602,4,22,2,26,2,2,1,2,1
713,04220202602,4,22,2,26,2,2,1,3,1
714,04220202602,4,22,2,26,2,2,1,4,2
715,04220202602,4,22,2,26,2,2,1,5,2
716,04220202602,4,22,2,26,2,2,1,6,2
717,04220202602,4,22,2,26,2,2,1,7,1
718,04220202602,4,22,2,26,2,2,1,8,2
719,04220202602,4,22,2,26,2,2,1,9,2
720,04220800303,4,22,8,3,3,2,1,1,1
721,04220800303,4,22,8,3,3,2,1,2,2
722,04220800303,4,22,8,3,3,2,1,3,2
723,04220800303,4,22,8,3,3,2,1,4,2
724,04220800303,4,22,8,3,3,2,1,5,1
725,04220800303,4,22,8,3,3,2,1,6,2
726,04220800303,4,22,8,3,3,2,1,7,2
727,04220800303,4,22,8,3,3,2,1,8,2
728,04220800303,4,22,8,3,3,2,1,9,2
729,04230200302,4,23,2,3,2,2,1,1,2
730,04230200302,4,23,2,3,2,2,1,2,2
731,04230200302,4,23,2,3,2,2,1,3,1
732,04230200302,4,23,2,3,2,2,1,4,2
733,04230200302,4,23,2,3,2,2,1,5,2
734,04230200302,4,23,2,3,2,2,1,6,2
735,04230200302,4,23,2,3,2,2,1,7,1
736,04230200302,4,23,2,3,2,2,1,8,1
737,04230200302,4,23,2,3,2,2,1,9,2
738,04231300304,4,23,13,3,4,2,1,1,1
739,04231300304,4,23,13,3,4,2,1,2,1
740,04231300304,4,23,13,3,4,2,1,3,2
741,04231300304,4,23,13,3,4,2,1,4,1
742,04231300304,4,23,13,3,4,2,1,5,1
743,04231300304,4,23,13,3,4,2,1,6,2
744,04231300304,4,23,13,3,4,2,1,7,1
745,04231300304,4,23,13,3,4,2,1,8,2
746,04231300304,4,23,13,3,4,2,1,9,2
747,04231301905,4,23,13,19,5,2,1,1,1
748,04231301905,4,23,13,19,5,2,1,2,2
749,04231301905,4,23,13,19,5,2,1,3,1
750,04231301905,4,23,13,19,5,2,1,4,1
751,04231301905,4,23,13,19,5,2,1,5,2
752,04231301905,4,23,13,19,5,2,1,6,2
753,04231301905,4,23,13,19,5,2,1,7,2
754,04231301905,4,23,13,19,5,2,1,8,2
755,04231301905,4,23,13,19,5,2,1,9,2
756,04240101704,4,24,1,17,4,2,1,1,1
757,04240101704,4,24,1,17,4,2,1,2,2
758,04240101704,4,24,1,17,4,2,1,3,2
759,04240101704,4,24,1,17,4,2,1,4,1
760,04240101704,4,24,1,17,4,2,1,5,2
761,04240101704,4,24,1,17,4,2,1,6,2
762,04240101704,4,24,1,17,4,2,1,7,2
763,04240101704,4,24,1,17,4,2,1,8,1
764,04240101704,4,24,1,17,4,2,1,9,2
765,04240602203,4,24,6,22,3,2,1,1,1
766,04240602203,4,24,6,22,3,2,1,2,2
767,04240602203,4,24,6,22,3,2,1,3,2
768,04240602203,4,24,6,22,3,2,1,4,1
769,04240602203,4,24,6,22,3,2,1,5,1
770,04240602203,4,24,6,22,3,2,1,6,2
771,04240602203,4,24,6,22,3,2,1,7,1
772,04240602203,4,24,6,22,3,2,1,8,2
773,04240602203,4,24,6,22,3,2,1,9,2
774,04242204001,4,24,22,40,1,2,1,1,1
775,04242204001,4,24,22,40,1,2,1,2,2
776,04242204001,4,24,22,40,1,2,1,3,2
777,04242204001,4,24,22,40,1,2,1,4,2
778,04242204001,4,24,22,40,1,2,1,5,2
779,04242204001,4,24,22,40,1,2,1,6,1
780,04242204001,4,24,22,40,1,2,1,7,1
781,04242204001,4,24,22,40,1,2,1,8,2
782,04242204001,4,24,22,40,1,2,1,9,2
783,04250800404,4,25,8,4,4,2,4,1,2
784,04250800404,4,25,8,4,4,2,4,2,2
785,04250800404,4,25,8,4,4,2,4,3,2
786,04250800404,4,25,8,4,4,2,4,4,2
787,04250800404,4,25,8,4,4,2,4,5,2
788,04250800404,4,25,8,4,4,2,4,6,2
789,04250800404,4,25,8,4,4,2,4,7,2
790,04250800404,4,25,8,4,4,2,4,8,2
791,04250800404,4,25,8,4,4,2,4,9,2
792,04260801102,4,26,8,11,2,2,1,1,2
793,04260801102,4,26,8,11,2,2,1,2,2
794,04260801102,4,26,8,11,2,2,1,3,2
795,04260801102,4,26,8,11,2,2,1,4,1
796,04260801102,4,26,8,11,2,2,1,5,2
797,04260801102,4,26,8,11,2,2,1,6,2
798,04260801102,4,26,8,11,2,2,1,7,2
799,04260801102,4,26,8,11,2,2,1,8,2
800,04260801102,4,26,8,11,2,2,1,9,2
801,04260803103,4,26,8,31,3,2,1,1,2
802,04260803103,4,26,8,31,3,2,1,2,2
803,04260803103,4,26,8,31,3,2,1,3,2
804,04260803103,4,26,8,31,3,2,1,4,2
805,04260803103,4,26,8,31,3,2,1,5,2
806,04260803103,4,26,8,31,3,2,1,6,2
807,04260803103,4,26,8,31,3,2,1,7,2
808,04260803103,4,26,8,31,3,2,1,8,2
809,04260803103,4,26,8,31,3,2,1,9,2
810,04261701902,4,26,17,19,2,2,1,1,2
811,04261701902,4,26,17,19,2,2,1,2,2
812,04261701902,4,26,17,19,2,2,1,3,2
813,04261701902,4,26,17,19,2,2,1,4,1
814,04261701902,4,26,17,19,2,2,1,5,2
815,04261701902,4,26,17,19,2,2,1,6,2
816,04261701902,4,26,17,19,2,2,1,7,2
817,04261701902,4,26,17,19,2,2,1,8,2
818,04261701902,4,26,17,19,2,2,1,9,2
819,04271800107,4,27,18,1,7,1,2,1,2
820,04271800107,4,27,18,1,7,1,2,2,2
821,04271800107,4,27,18,1,7,1,2,3,2
822,04271800107,4,27,18,1,7,1,2,4,2
823,04271800107,4,27,18,1,7,1,2,5,2
824,04271800107,4,27,18,1,7,1,2,6,2
825,04271800107,4,27,18,1,7,1,2,7,1
826,04271800107,4,27,18,1,7,1,2,8,2
827,04271800107,4,27,18,1,7,1,2,9,2
828,04280201505,4,28,2,15,5,2,5,1,2
829,04280201505,4,28,2,15,5,2,5,2,2
830,04280201505,4,28,2,15,5,2,5,3,2
831,04280201505,4,28,2,15,5,2,5,4,2
832,04280201505,4,28,2,15,5,2,5,5,2
833,04280201505,4,28,2,15,5,2,5,6,2
834,04280201505,4,28,2,15,5,2,5,7,2
835,04280201505,4,28,2,15,5,2,5,8,2
836,04280201505,4,28,2,15,5,2,5,9,2
837,04280203203,4,28,2,32,3,2,4,1,2
838,04280203203,4,28,2,32,3,2,4,2,2
839,04280203203,4,28,2,32,3,2,4,3,2
840,04280203203,4,28,2,32,3,2,4,4,2
841,04280203203,4,28,2,32,3,2,4,5,2
842,04280203203,4,28,2,32,3,2,4,6,2
843,04280203203,4,28,2,32,3,2,4,7,2
844,04280203203,4,28,2,32,3,2,4,8,2
845,04280203203,4,28,2,32,3,2,4,9,2
846,04280900226,4,28,9,2,26,1,4,1,2
847,04280900226,4,28,9,2,26,1,4,2,2
848,04280900226,4,28,9,2,26,1,4,3,2
849,04280900226,4,28,9,2,26,1,4,4,2
850,04280900226,4,28,9,2,26,1,4,5,2
851,04280900226,4,28,9,2,26,1,4,6,2
852,04280900226,4,28,9,2,26,1,4,7,2
853,04280900226,4,28,9,2,26,1,4,8,2
854,04280900226,4,28,9,2,26,1,4,9,2
855,04290100110,4,29,1,1,10,1,1,1,2
856,04290100110,4,29,1,1,10,1,1,2,1
857,04290100110,4,29,1,1,10,1,1,3,2
858,04290100110,4,29,1,1,10,1,1,4,2
859,04290100110,4,29,1,1,10,1,1,5,1
860,04290100110,4,29,1,1,10,1,1,6,2
861,04290100110,4,29,1,1,10,1,1,7,1
862,04290100110,4,29,1,1,10,1,1,8,1
863,04290100110,4,29,1,1,10,1,1,9,2
864,04290500106,4,29,5,1,6,1,6,1,1
865,04290500106,4,29,5,1,6,1,6,2,2
866,04290500106,4,29,5,1,6,1,6,3,2
867,04290500106,4,29,5,1,6,1,6,4,2
868,04290500106,4,29,5,1,6,1,6,5,2
869,04290500106,4,29,5,1,6,1,6,6,2
870,04290500106,4,29,5,1,6,1,6,7,1
871,04290500106,4,29,5,1,6,1,6,8,1
872,04290500106,4,29,5,1,6,1,6,9,2
873,04291500905,4,29,15,9,5,2,5,1,1
874,04291500905,4,29,15,9,5,2,5,2,1
875,04291500905,4,29,15,9,5,2,5,3,2
876,04291500905,4,29,15,9,5,2,5,4,2
877,04291500905,4,29,15,9,5,2,5,5,2
878,04291500905,4,29,15,9,5,2,5,6,2
879,04291500905,4,29,15,9,5,2,5,7,2
880,04291500905,4,29,15,9,5,2,5,8,2
881,04291500905,4,29,15,9,5,2,5,9,2
882,04291501302,4,29,15,13,2,2,2,1,2
883,04291501302,4,29,15,13,2,2,2,2,2
884,04291501302,4,29,15,13,2,2,2,3,2
885,04291501302,4,29,15,13,2,2,2,4,2
886,04291501302,4,29,15,13,2,2,2,5,2
887,04291501302,4,29,15,13,2,2,2,6,2
888,04291501302,4,29,15,13,2,2,2,7,2
889,04291501302,4,29,15,13,2,2,2,8,2
890,04291501302,4,29,15,13,2,2,2,9,2
891,04291501302,4,29,15,13,2,2,3,1,2
892,04291501302,4,29,15,13,2,2,3,2,2
893,04291501302,4,29,15,13,2,2,3,3,2
894,04291501302,4,29,15,13,2,2,3,4,2
895,04291501302,4,29,15,13,2,2,3,5,2
896,04291501302,4,29,15,13,2,2,3,6,2
897,04291501302,4,29,15,13,2,2,3,7,1
898,04291501302,4,29,15,13,2,2,3,8,1
899,04291501302,4,29,15,13,2,2,3,9,2
900,04291801901,4,29,18,19,1,2,1,1,2
901,04291801901,4,29,18,19,1,2,1,2,2
902,04291801901,4,29,18,19,1,2,1,3,2
903,04291801901,4,29,18,19,1,2,1,4,2
904,04291801901,4,29,18,19,1,2,1,5,2
905,04291801901,4,29,18,19,1,2,1,6,2
906,04291801901,4,29,18,19,1,2,1,7,2
907,04291801901,4,29,18,19,1,2,1,8,2
908,04291801901,4,29,18,19,1,2,1,9,2
909,04292500402,4,29,25,4,2,1,4,1,2
910,04292500402,4,29,25,4,2,1,4,2,2
911,04292500402,4,29,25,4,2,1,4,3,2
912,04292500402,4,29,25,4,2,1,4,4,2
913,04292500402,4,29,25,4,2,1,4,5,2
914,04292500402,4,29,25,4,2,1,4,6,2
915,04292500402,4,29,25,4,2,1,4,7,1
916,04292500402,4,29,25,4,2,1,4,8,1
917,04292500402,4,29,25,4,2,1,4,9,2
918,04300400106,4,30,4,1,6,1,2,1,1
919,04300400106,4,30,4,1,6,1,2,2,2
920,04300400106,4,30,4,1,6,1,2,3,2
921,04300400106,4,30,4,1,6,1,2,4,1
922,04300400106,4,30,4,1,6,1,2,5,1
923,04300400106,4,30,4,1,6,1,2,6,1
924,04300400106,4,30,4,1,6,1,2,7,1
925,04300400106,4,30,4,1,6,1,2,8,1
926,04300400106,4,30,4,1,6,1,2,9,1
927,04300800105,4,30,8,1,5,2,5,1,2
928,04300800105,4,30,8,1,5,2,5,2,2
929,04300800105,4,30,8,1,5,2,5,3,2
930,04300800105,4,30,8,1,5,2,5,4,2
931,04300800105,4,30,8,1,5,2,5,5,2
932,04300800105,4,30,8,1,5,2,5,6,2
933,04300800105,4,30,8,1,5,2,5,7,2
934,04300800105,4,30,8,1,5,2,5,8,2
935,04300800105,4,30,8,1,5,2,5,9,2
936,04301301004,4,30,13,10,4,2,4,1,2
937,04301301004,4,30,13,10,4,2,4,2,2
938,04301301004,4,30,13,10,4,2,4,3,2
939,04301301004,4,30,13,10,4,2,4,4,2
940,04301301004,4,30,13,10,4,2,4,5,2
941,04301301004,4,30,13,10,4,2,4,6,2
942,04301301004,4,30,13,10,4,2,4,7,2
943,04301301004,4,30,13,10,4,2,4,8,2
944,04301301004,4,30,13,10,4,2,4,9,2
945,04311103311,4,31,11,33,11,2,10,1,2
946,04311103311,4,31,11,33,11,2,10,2,2
947,04311103311,4,31,11,33,11,2,10,3,2
948,04311103311,4,31,11,33,11,2,10,4,2
949,04311103311,4,31,11,33,11,2,10,5,1
950,04311103311,4,31,11,33,11,2,10,6,2
951,04311103311,4,31,11,33,11,2,10,7,2
952,04311103311,4,31,11,33,11,2,10,8,2
953,04311103311,4,31,11,33,11,2,10,9,2
954,04311200105,4,31,12,1,5,1,10,1,1
955,04311200105,4,31,12,1,5,1,10,2,2
956,04311200105,4,31,12,1,5,1,10,3,2
957,04311200105,4,31,12,1,5,1,10,4,2
958,04311200105,4,31,12,1,5,1,10,5,2
959,04311200105,4,31,12,1,5,1,10,6,2
960,04311200105,4,31,12,1,5,1,10,7,1
961,04311200105,4,31,12,1,5,1,10,8,1
962,04311200105,4,31,12,1,5,1,10,9,2
963,04320400608,4,32,4,6,8,2,3,1,2
964,04320400608,4,32,4,6,8,2,3,2,2
965,04320400608,4,32,4,6,8,2,3,3,2
966,04320400608,4,32,4,6,8,2,3,4,2
967,04320400608,4,32,4,6,8,2,3,5,2
968,04320400608,4,32,4,6,8,2,3,6,2
969,04320400608,4,32,4,6,8,2,3,7,2
970,04320400608,4,32,4,6,8,2,3,8,2
971,04320400608,4,32,4,6,8,2,3,9,2
972,04320400608,4,32,4,6,8,2,8,1,2
973,04320400608,4,32,4,6,8,2,8,2,2
974,04320400608,4,32,4,6,8,2,8,3,2
975,04320400608,4,32,4,6,8,2,8,4,2
976,04320400608,4,32,4,6,8,2,8,5,2
977,04320400608,4,32,4,6,8,2,8,6,2
978,04320400608,4,32,4,6,8,2,8,7,2
979,04320400608,4,32,4,6,8,2,8,8,2
980,04320400608,4,32,4,6,8,2,8,9,2
981,04320501610,4,32,5,16,10,2,10,1,2
982,04320501610,4,32,5,16,10,2,10,2,2
983,04320501610,4,32,5,16,10,2,10,3,2
984,04320501610,4,32,5,16,10,2,10,4,2
985,04320501610,4,32,5,16,10,2,10,5,2
986,04320501610,4,32,5,16,10,2,10,6,2
987,04320501610,4,32,5,16,10,2,10,7,2
988,04320501610,4,32,5,16,10,2,10,8,2
989,04320501610,4,32,5,16,10,2,10,9,2
990,04320501610,4,32,5,16,10,2,11,1,2
991,04320501610,4,32,5,16,10,2,11,2,2
992,04320501610,4,32,5,16,10,2,11,3,2
993,04320501610,4,32,5,16,10,2,11,4,2
994,04320501610,4,32,5,16,10,2,11,5,2
995,04320501610,4,32,5,16,10,2,11,6,2
996,04320501610,4,32,5,16,10,2,11,7,2
997,04320501610,4,32,5,16,10,2,11,8,2
998,04320501610,4,32,5,16,10,2,11,9,2
999,04320600302,4,32,6,3,2,2,2,1,2
1000,04320600302,4,32,6,3,2,2,2,2,2
1001,04320600302,4,32,6,3,2,2,2,3,2
1002,04320600302,4,32,6,3,2,2,2,4,2
1003,04320600302,4,32,6,3,2,2,2,5,2
1004,04320600302,4,32,6,3,2,2,2,6,2
1005,04320600302,4,32,6,3,2,2,2,7,2
1006,04320600302,4,32,6,3,2,2,2,8,2
1007,04320600302,4,32,6,3,2,2,2,9,2
1008,04321200208,4,32,12,2,8,1,2,1,1
1009,04321200208,4,32,12,2,8,1,2,2,2
1010,04321200208,4,32,12,2,8,1,2,3,2
1011,04321200208,4,32,12,2,8,1,2,4,2
1012,04321200208,4,32,12,2,8,1,2,5,1
1013,04321200208,4,32,12,2,8,1,2,6,1
1014,04321200208,4,32,12,2,8,1,2,7,1
1015,04321200208,4,32,12,2,8,1,2,8,1
1016,04321200208,4,32,12,2,8,1,2,9,2
1017,04321600405,4,32,16,4,5,2,5,1,2
1018,04321600405,4,32,16,4,5,2,5,2,2
1019,04321600405,4,32,16,4,5,2,5,3,2
1020,04321600405,4,32,16,4,5,2,5,4,2
1021,04321600405,4,32,16,4,5,2,5,5,2
1022,04321600405,4,32,16,4,5,2,5,6,2
1023,04321600405,4,32,16,4,5,2,5,7,2
1024,04321600405,4,32,16,4,5,2,5,8,2
1025,04321600405,4,32,16,4,5,2,5,9,2
1026,04321801602,4,32,18,16,2,2,3,1,2
1027,04321801602,4,32,18,16,2,2,3,2,2
1028,04321801602,4,32,18,16,2,2,3,3,2
1029,04321801602,4,32,18,16,2,2,3,4,2
1030,04321801602,4,32,18,16,2,2,3,5,2
