,CommunityID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,H1,a8
0,01010200116,1,1,2,1,16,1,1,1
1,01010200116,1,1,2,1,16,1,3,1
2,01010200116,1,1,2,1,16,1,5,1
3,01010200116,1,1,2,1,16,1,6,1
4,01010200116,1,1,2,1,16,1,7,1
5,01010301101,1,1,3,11,1,2,1,1
6,01010301101,1,1,3,11,1,2,4,1
7,01010301101,1,1,3,11,1,2,5,1
8,01010301101,1,1,3,11,1,2,7,1
9,01010400404,1,1,4,4,4,2,4,1
10,01010400404,1,1,4,4,4,2,5,1
11,01010400404,1,1,4,4,4,2,6,1
12,01010400404,1,1,4,4,4,2,7,1
13,01010400804,1,1,4,8,4,2,5,1
14,01010400804,1,1,4,8,4,2,6,1
15,01010400804,1,1,4,8,4,2,7,1
16,01020600113,1,2,6,1,13,1,1,1
17,01020600113,1,2,6,1,13,1,3,1
18,01020600113,1,2,6,1,13,1,4,1
19,01020600113,1,2,6,1,13,1,5,1
20,01020600113,1,2,6,1,13,1,6,1
21,01020600113,1,2,6,1,13,1,7,1
22,01020801604,1,2,8,16,4,2,1,12
23,01020801604,1,2,8,16,4,2,5,12
24,01020901705,1,2,9,17,5,2,3,11
25,01020901705,1,2,9,17,5,2,5,11
26,01020901705,1,2,9,17,5,2,7,11
27,01021200418,1,2,12,4,18,1,1,1
28,01021200418,1,2,12,4,18,1,3,1
29,01021200418,1,2,12,4,18,1,4,1
30,01021200418,1,2,12,4,18,1,5,1
31,01021200418,1,2,12,4,18,1,6,1
32,01021200418,1,2,12,4,18,1,7,1
33,01030300103,1,3,3,1,3,1,1,1
34,01030300103,1,3,3,1,3,1,3,1
35,01030300103,1,3,3,1,3,1,4,1
36,01030300103,1,3,3,1,3,1,5,1
37,01030300103,1,3,3,1,3,1,6,1
38,01030300103,1,3,3,1,3,1,7,1
39,01030600403,1,3,6,4,3,2,1,10
40,01030600403,1,3,6,4,3,2,5,10
41,01030600403,1,3,6,4,3,2,7,10
42,01030800402,1,3,8,4,2,1,1,1
43,01030800402,1,3,8,4,2,1,3,1
44,01030800402,1,3,8,4,2,1,4,1
45,01030800402,1,3,8,4,2,1,5,1
46,01030800402,1,3,8,4,2,1,6,1
47,01030800402,1,3,8,4,2,1,7,1
48,01041100201,1,4,11,2,1,1,1,1
49,01041100201,1,4,11,2,1,1,3,1
50,01041100201,1,4,11,2,1,1,4,1
51,01041100201,1,4,11,2,1,1,5,1
52,01041100201,1,4,11,2,1,1,6,1
53,01041100201,1,4,11,2,1,1,7,1
54,01050100110,1,5,1,1,10,1,1,1
55,01050100110,1,5,1,1,10,1,3,1
56,01050100110,1,5,1,1,10,1,4,1
57,01050100110,1,5,1,1,10,1,5,1
58,01050100110,1,5,1,1,10,1,6,1
59,01050100110,1,5,1,1,10,1,7,1
60,01050101108,1,5,1,11,8,2,3,1
61,01050101108,1,5,1,11,8,2,5,1
62,01050101108,1,5,1,11,8,2,6,1
63,01060100317,1,6,1,3,17,1,1,1
64,01060100317,1,6,1,3,17,1,3,1
65,01060100317,1,6,1,3,17,1,4,1
66,01060100317,1,6,1,3,17,1,5,1
67,01060100317,1,6,1,3,17,1,6,1
68,01060100317,1,6,1,3,17,1,7,1
69,02070101804,2,7,1,18,4,2,7,1
70,02070101901,2,7,1,19,1,2,7,2
71,02070200101,2,7,2,1,1,1,1,1
72,02070200101,2,7,2,1,1,1,3,1
73,02070200101,2,7,2,1,1,1,4,1
74,02070200101,2,7,2,1,1,1,5,1
75,02070200101,2,7,2,1,1,1,6,1
76,02070200101,2,7,2,1,1,1,7,1
77,02070300104,2,7,3,1,4,1,1,1
78,02070300104,2,7,3,1,4,1,3,1
79,02070300104,2,7,3,1,4,1,4,1
80,02070300104,2,7,3,1,4,1,5,1
81,02070300104,2,7,3,1,4,1,6,1
82,02070300104,2,7,3,1,4,1,7,1
83,02070501103,2,7,5,11,3,2,3,3
84,02070501103,2,7,5,11,3,2,7,3
85,02070501302,2,7,5,13,2,2,7,4
86,02080300102,2,8,3,1,2,2,7,9
87,02080300404,2,8,3,4,4,2,1,8
88,02090100104,2,9,1,1,4,1,1,1
89,02090100104,2,9,1,1,4,1,3,1
90,02090100104,2,9,1,1,4,1,4,1
91,02090100104,2,9,1,1,4,1,5,1
92,02090100104,2,9,1,1,4,1,6,1
93,02090100104,2,9,1,1,4,1,7,1
94,02090200123,2,9,2,1,23,1,1,1
95,02090200123,2,9,2,1,23,1,3,1
96,02090200123,2,9,2,1,23,1,4,1
97,02090200123,2,9,2,1,23,1,5,1
98,02090200123,2,9,2,1,23,1,6,1
99,02090200123,2,9,2,1,23,1,7,1
100,02100100401,2,10,1,4,1,2,5,6
101,02100100401,2,10,1,4,1,2,7,6
102,02100100501,2,10,1,5,1,2,7,7
103,02100200904,2,10,2,9,4,2,7,5
104,03110300605,3,11,3,6,5,2,4,15
105,03110300605,3,11,3,6,5,2,6,15
106,03110300605,3,11,3,6,5,2,7,15
107,03110301501,3,11,3,15,1,2,4,14
108,03110301501,3,11,3,15,1,2,6,14
109,03110301501,3,11,3,15,1,2,7,14
110,03110800110,3,11,8,1,10,1,1,6
111,03110800701,3,11,8,7,1,2,4,16
112,03110800701,3,11,8,7,1,2,6,16
113,03110800701,3,11,8,7,1,2,7,16
114,03111700101,3,11,17,1,1,1,1,1
115,03111800604,3,11,18,6,4,1,1,1
116,03111802013,3,11,18,20,13,1,1,1
117,03111802013,3,11,18,20,13,1,1,5
118,03112101007,3,11,21,10,7,2,3,17
119,03112101007,3,11,21,10,7,2,4,17
120,03112101007,3,11,21,10,7,2,6,17
121,03112101007,3,11,21,10,7,2,7,17
122,03120102608,3,12,1,26,8,2,4,18
123,03120102608,3,12,1,26,8,2,6,18
124,03120102608,3,12,1,26,8,2,7,18
125,03120200303,3,12,2,3,3,1,1,1
126,03120300709,3,12,3,7,9,2,4,19
127,03120300709,3,12,3,7,9,2,6,19
128,03120300709,3,12,3,7,9,2,7,19
129,03120302401,3,12,3,24,1,2,4,20
130,03120302401,3,12,3,24,1,2,6,20
131,03120302401,3,12,3,24,1,2,7,20
132,03121000302,3,12,10,3,2,1,1,1
133,03121000302,3,12,10,3,2,1,1,2
134,03130200801,3,13,2,8,1,2,1,15
135,03130200801,3,13,2,8,1,2,5,15
136,03130200801,3,13,2,8,1,2,6,15
137,03130200801,3,13,2,8,1,2,7,15
138,03130202504,3,13,2,25,4,2,5,16
139,03130202504,3,13,2,25,4,2,7,16
140,03130401201,3,13,4,12,1,2,1,17
141,03130401201,3,13,4,12,1,2,5,17
142,03130401201,3,13,4,12,1,2,7,17
143,03130803001,3,13,8,30,1,2,1,20
144,03130803001,3,13,8,30,1,2,5,20
145,03130803001,3,13,8,30,1,2,7,20
146,03131000101,3,13,10,1,1,1,1,1
147,03140400104,3,14,4,1,4,1,1,1
148,03140901602,3,14,9,16,2,2,5,21
149,03140901602,3,14,9,16,2,2,7,21
150,03141000205,3,14,10,2,5,2,1,18
151,03141000205,3,14,10,2,5,2,5,18
152,03141000205,3,14,10,2,5,2,6,18
153,03141000205,3,14,10,2,5,2,7,18
154,03141001902,3,14,10,19,2,2,5,19
155,03141001902,3,14,10,19,2,2,7,19
156,03141202605,3,14,12,26,5,2,3,2
157,03141202605,3,14,12,26,5,2,5,2
158,03141700416,3,14,17,4,16,1,1,3
159,03150300101,3,15,3,1,1,2,5,2
160,03150300101,3,15,3,1,1,2,7,2
161,03150300905,3,15,3,9,5,2,7,5
162,03150800103,3,15,8,1,3,1,1,1
163,03151900506,3,15,19,5,6,2,3,6
164,03151900506,3,15,19,5,6,2,5,6
165,03151900506,3,15,19,5,6,2,6,6
166,03151900506,3,15,19,5,6,2,7,6
167,03152000705,3,15,20,7,5,1,1,1
168,03160201902,3,16,2,19,2,2,4,3
169,03160201902,3,16,2,19,2,2,6,3
170,03160201902,3,16,2,19,2,2,7,3
171,03160204005,3,16,2,40,5,2,4,2
172,03160500103,3,16,5,1,3,1,1,1
173,03160600803,3,16,6,8,3,2,4,1
174,03160600803,3,16,6,8,3,2,6,1
175,03160600803,3,16,6,8,3,2,7,1
176,03161500214,3,16,15,2,14,1,1,1
177,03170400206,3,17,4,2,6,2,4,7
178,03170400206,3,17,4,2,6,2,6,7
179,03170401804,3,17,4,18,4,2,4,5
180,03170401804,3,17,4,18,4,2,6,5
181,03170403702,3,17,4,37,2,2,4,6
182,03170403702,3,17,4,37,2,2,6,6
183,03170601005,3,17,6,10,5,2,4,4
184,03170601005,3,17,6,10,5,2,6,4
185,03170601005,3,17,6,10,5,2,7,4
186,03180100102,3,18,1,1,2,1,1,1
187,03180201302,3,18,2,13,2,2,7,13
188,03180302503,3,18,3,25,3,2,7,14
189,03180700305,3,18,7,3,5,1,1,1
190,03190201401,3,19,2,14,1,2,4,9
191,03190201401,3,19,2,14,1,2,6,9
192,03190201401,3,19,2,14,1,2,7,9
193,03190202501,3,19,2,25,1,2,4,8
194,03190202501,3,19,2,25,1,2,6,8
195,03190402004,3,19,4,20,4,2,4,10
196,03190402004,3,19,4,20,4,2,6,10
197,03200100113,3,20,1,1,13,2,7,1
198,03200100807,3,20,1,8,7,2,1,7
199,03200100807,3,20,1,8,7,2,5,7
200,03200100807,3,20,1,8,7,2,7,7
201,03200200209,3,20,2,2,9,1,1,4
202,03210101214,3,21,1,12,14,1,1,1
203,03210101214,3,21,1,12,14,1,3,1
204,03210101214,3,21,1,12,14,1,6,1
205,04220202602,4,22,2,26,2,2,3,1
206,04220202602,4,22,2,26,2,2,4,1
207,04220202602,4,22,2,26,2,2,7,1
208,04220800303,4,22,8,3,3,2,3,1
209,04220800303,4,22,8,3,3,2,4,1
210,04220800303,4,22,8,3,3,2,7,1
211,04230200302,4,23,2,3,2,2,3,1
212,04230200302,4,23,2,3,2,2,4,1
213,04230200302,4,23,2,3,2,2,7,1
214,04231300304,4,23,13,3,4,2,3,1
215,04231300304,4,23,13,3,4,2,4,1
216,04231300304,4,23,13,3,4,2,7,1
217,04231301905,4,23,13,19,5,2,3,1
218,04231301905,4,23,13,19,5,2,4,1
219,04231301905,4,23,13,19,5,2,6,1
220,04231301905,4,23,13,19,5,2,7,1
221,04240101704,4,24,1,17,4,2,1,1
222,04240101704,4,24,1,17,4,2,4,1
223,04240101704,4,24,1,17,4,2,7,1
224,04240602203,4,24,6,22,3,2,3,1
225,04240602203,4,24,6,22,3,2,4,1
226,04240602203,4,24,6,22,3,2,7,1
227,04242204001,4,24,22,40,1,2,3,1
228,04242204001,4,24,22,40,1,2,4,1
229,04242204001,4,24,22,40,1,2,7,1
230,04250800404,4,25,8,4,4,2,9,4
231,04260801102,4,26,8,11,2,2,3,1
232,04260801102,4,26,8,11,2,2,4,1
233,04260801102,4,26,8,11,2,2,7,1
234,04260803103,4,26,8,31,3,2,4,1
235,04260803103,4,26,8,31,3,2,6,1
236,04260803103,4,26,8,31,3,2,7,1
237,04261701902,4,26,17,19,2,2,3,1
238,04261701902,4,26,17,19,2,2,4,1
239,04261701902,4,26,17,19,2,2,7,1
240,04271800107,4,27,18,1,7,1,1,2
241,04280201505,4,28,2,15,5,2,5,5
242,04280201505,4,28,2,15,5,2,6,5
243,04280201505,4,28,2,15,5,2,7,5
244,04280203203,4,28,2,32,3,2,9,4
245,04280900226,4,28,9,2,26,1,1,4
246,04290100110,4,29,1,1,10,1,1,1
247,04290500106,4,29,5,1,6,1,1,6
248,04291500905,4,29,15,9,5,2,9,5
249,04291501302,4,29,15,13,2,2,9,2
250,04291501302,4,29,15,13,2,2,9,3
251,04291801901,4,29,18,19,1,2,6,1
252,04291801901,4,29,18,19,1,2,7,1
253,04292500402,4,29,25,4,2,1,1,4
254,04292500402,4,29,25,4,2,1,5,4
255,04300400106,4,30,4,1,6,1,1,2
256,04300800105,4,30,8,1,5,2,9,5
257,04301301004,4,30,13,10,4,2,5,4
258,04301301004,4,30,13,10,4,2,6,4
259,04301301004,4,30,13,10,4,2,7,4
260,04311103311,4,31,11,33,11,2,9,10
261,04311200105,4,31,12,1,5,1,1,10
262,04311200105,4,31,12,1,5,1,4,10
263,04311200105,4,31,12,1,5,1,7,10
264,04320400608,4,32,4,6,8,2,3,3
265,04320400608,4,32,4,6,8,2,8,3
266,04320400608,4,32,4,6,8,2,5,8
267,04320400608,4,32,4,6,8,2,6,8
268,04320400608,4,32,4,6,8,2,7,8
269,04320501610,4,32,5,16,10,2,9,10
270,04320501610,4,32,5,16,10,2,9,11
271,04320600302,4,32,6,3,2,2,9,2
272,04321200208,4,32,12,2,8,1,1,2
273,04321600405,4,32,16,4,5,2,9,5
274,04321801602,4,32,18,16,2,2,9,3
275,04330600803,4,33,6,8,3,2,1,6
276,04330600803,4,33,6,8,3,2,7,6
277,04330801809,4,33,8,18,9,2,7,7
278,04331100203,4,33,11,2,3,2,9,3
279,04331301403,4,33,13,14,3,2,5,5
280,04331301403,4,33,13,14,3,2,7,5
281,04340300103,4,34,3,1,3,1,1,1
282,04340900114,4,34,9,1,14,1,1,2
283,04340900114,4,34,9,1,14,1,6,2
284,04350204302,4,35,2,43,2,2,9,4
285,04360100202,4,36,1,2,2,1,1,2
286,04360100202,4,36,1,2,2,1,1,8
287,04360100202,4,36,1,2,2,1,5,8
288,04360100513,4,36,1,5,13,1,1,5
289,04360101005,4,36,1,10,5,1,1,5
290,04360101005,4,36,1,10,5,1,1,10
291,04360101402,4,36,1,14,2,1,1,4
292,04360101402,4,36,1,14,2,1,4,4
293,04360101402,4,36,1,14,2,1,5,4
294,04381000108,4,38,10,1,8,1,1,1
295,04381000108,4,38,10,1,8,1,5,1
296,04381001704,4,38,10,17,4,2,4,4
297,04381001704,4,38,10,17,4,2,5,4
298,04381001704,4,38,10,17,4,2,6,4
299,04381100101,4,38,11,1,1,1,1,1
300,04381100101,4,38,11,1,1,1,3,1
301,04381100101,4,38,11,1,1,1,5,1
302,04381100101,4,38,11,1,1,1,7,1
303,04381100116,4,38,11,1,16,1,1,11
304,04381100116,4,38,11,1,16,1,5,11
305,04381100116,4,38,11,1,16,1,7,11
306,04381100116,4,38,11,1,16,1,1,111
307,04381100516,4,38,11,5,16,1,1,16
308,04381100516,4,38,11,5,16,1,5,16
309,04381100516,4,38,11,5,16,1,6,16
310,04381100516,4,38,11,5,16,1,7,16
311,04381100606,4,38,11,6,6,1,1,6
312,04381100606,4,38,11,6,6,1,5,6
313,04381100606,4,38,11,6,6,1,6,6
314,04381100606,4,38,11,6,6,1,7,6
315,04390300402,4,39,3,4,2,2,3,1
316,04390300402,4,39,3,4,2,2,4,1
317,04390300402,4,39,3,4,2,2,6,1
318,04390300402,4,39,3,4,2,2,7,1
319,04390300601,4,39,3,6,1,2,1,1
320,04390300601,4,39,3,6,1,2,3,1
321,04390300601,4,39,3,6,1,2,4,1
322,04390300601,4,39,3,6,1,2,5,1
323,04390300601,4,39,3,6,1,2,7,1
324,04390302201,4,39,3,22,1,2,1,1
325,04390302201,4,39,3,22,1,2,3,1
326,04390302201,4,39,3,22,1,2,4,1
327,04390302201,4,39,3,22,1,2,6,1
328,04390302201,4,39,3,22,1,2,7,1
329,04391000302,4,39,10,3,2,2,3,1
330,04391000302,4,39,10,3,2,2,4,1
331,04391000302,4,39,10,3,2,2,7,1
332,05400100401,5,40,1,4,1,2,1,6
333,05400100401,5,40,1,4,1,2,5,6
334,05400100401,5,40,1,4,1,2,6,6
335,05400101101,5,40,1,11,1,2,6,8
336,05400101201,5,40,1,12,1,2,1,7
337,05400300103,5,40,3,1,3,1,1,3
338,05400301101,5,40,3,11,1,2,5,1
339,05400301101,5,40,3,11,1,2,7,1
340,05400401501,5,40,4,15,1,2,1,2
341,05400401501,5,40,4,15,1,2,5,2
342,05400401501,5,40,4,15,1,2,7,2
343,05410415801,5,41,4,158,1,2,1,1
344,05410415801,5,41,4,158,1,2,4,1
345,05410415801,5,41,4,158,1,2,6,1
346,05410603406,5,41,6,34,6,2,9,4
347,05410700901,5,41,7,9,1,2,3,2
348,05410700901,5,41,7,9,1,2,4,2
349,05410700901,5,41,7,9,1,2,5,2
350,05410700901,5,41,7,9,1,2,7,2
351,05420299912,5,42,2,999,12,1,2,5
352,05420299912,5,42,2,999,12,1,3,5
353,05420299912,5,42,2,999,12,1,5,5
354,05420299912,5,42,2,999,12,1,6,5
355,05420299912,5,42,2,999,12,1,7,5
356,06460301303,6,46,3,13,3,2,4,13
357,06460301303,6,46,3,13,3,2,6,13
358,06460301303,6,46,3,13,3,2,7,13
359,06460500108,6,46,5,1,8,1,1,5
360,06460701104,6,46,7,11,4,2,4,12
361,06460701104,6,46,7,11,4,2,6,12
362,06460701104,6,46,7,11,4,2,7,12
363,06460701302,6,46,7,13,2,2,4,11
364,06460701302,6,46,7,13,2,2,6,11
365,06470300204,6,47,3,2,4,1,1,2
366,06470300204,6,47,3,2,4,1,2,2
367,06470300204,6,47,3,2,4,1,3,2
368,06470300204,6,47,3,2,4,1,4,2
369,06470300204,6,47,3,2,4,1,5,2
370,06470300204,6,47,3,2,4,1,6,2
371,06470300204,6,47,3,2,4,1,7,2
372,06470300314,6,47,3,3,14,1,1,3
373,06470300314,6,47,3,3,14,1,3,3
374,06470300314,6,47,3,3,14,1,5,3
375,06470300314,6,47,3,3,14,1,6,3
376,06470300314,6,47,3,3,14,1,7,3
377,06470301201,6,47,3,12,1,2,4,1
378,06470301201,6,47,3,12,1,2,7,1
379,06470305101,6,47,3,51,1,2,3,1
380,06470305101,6,47,3,51,1,2,4,1
381,06470305101,6,47,3,51,1,2,6,1
382,06470305101,6,47,3,51,1,2,7,1
383,06480200101,6,48,2,1,1,1,1,1
384,06480200101,6,48,2,1,1,1,2,1
385,06480200101,6,48,2,1,1,1,3,1
386,06480200101,6,48,2,1,1,1,4,1
387,06480200101,6,48,2,1,1,1,5,1
388,06480200101,6,48,2,1,1,1,6,1
389,06480200101,6,48,2,1,1,1,7,1
390,06480201401,6,48,2,14,1,2,4,1
391,06480201401,6,48,2,14,1,2,7,1
392,06490800103,6,49,8,1,3,1,1,4
393,07500600204,7,50,6,2,4,2,4,2
394,07500600204,7,50,6,2,4,2,5,2
395,07500600204,7,50,6,2,4,2,7,2
396,07500601802,7,50,6,18,2,2,1,1
397,07500601802,7,50,6,18,2,2,5,1
398,07500601802,7,50,6,18,2,2,6,1
399,07500601802,7,50,6,18,2,2,7,1
400,07500901704,7,50,9,17,4,2,1,3
401,07500901704,7,50,9,17,4,2,4,3
402,07500901704,7,50,9,17,4,2,5,3
403,07500901704,7,50,9,17,4,2,7,3
404,07501400105,7,50,14,1,5,1,1,1
405,07501400105,7,50,14,1,5,1,3,1
406,07501400105,7,50,14,1,5,1,6,1
407,07501400105,7,50,14,1,5,1,7,1
408,07510100104,7,51,1,1,4,1,1,1
409,07510100104,7,51,1,1,4,1,3,1
410,07510100104,7,51,1,1,4,1,5,1
411,07510100104,7,51,1,1,4,1,6,1
412,07510100104,7,51,1,1,4,1,7,1
413,07511000702,7,51,10,7,2,2,1,4
414,07511000702,7,51,10,7,2,2,4,4
415,07511000702,7,51,10,7,2,2,5,4
416,07511000702,7,51,10,7,2,2,7,4
417,07511100128,7,51,11,1,28,1,1,1
418,07511100128,7,51,11,1,28,1,3,1
419,07511100128,7,51,11,1,28,1,6,1
420,07511100128,7,51,11,1,28,1,7,1
421,07511100224,7,51,11,2,24,1,1,1
422,07511100224,7,51,11,2,24,1,3,1
423,07511100224,7,51,11,2,24,1,5,1
424,07511100224,7,51,11,2,24,1,6,1
425,07511100224,7,51,11,2,24,1,7,1
426,07520100101,7,52,1,1,1,1,1,1
427,07520100101,7,52,1,1,1,1,3,1
428,07520100101,7,52,1,1,1,1,4,1
429,07520100101,7,52,1,1,1,1,6,1
430,07520100101,7,52,1,1,1,1,7,1
431,07520301304,7,52,3,13,4,2,9,18
432,07520500901,7,52,5,9,1,2,9,17
433,07520701406,7,52,7,14,6,2,9,19
434,07530300603,7,53,3,6,3,2,7,1
435,07530302901,7,53,3,29,1,2,7,2
436,07530400605,7,53,4,6,5,1,1,1
437,07540401003,7,54,4,10,3,2,7,4
438,07540401303,7,54,4,13,3,2,7,3
439,07540700103,7,54,7,1,3,1,2,1
440,07540700103,7,54,7,1,3,1,3,1
441,07540700202,7,54,7,2,2,1,1,1
442,07540700202,7,54,7,2,2,1,4,1
443,07540700202,7,54,7,2,2,1,7,1
444,07540700315,7,54,7,3,15,1,1,3
445,07550200101,7,55,2,1,1,2,1,16
446,07550200101,7,55,2,1,1,2,3,16
447,07550200101,7,55,2,1,1,2,7,16
448,07550200109,7,55,2,1,9,1,1,1
449,07551300102,7,55,13,1,2,1,1,1
450,07551300206,7,55,13,2,6,1,1,1
451,07551300314,7,55,13,3,14,1,1,1
452,07560201903,7,56,2,19,3,2,1,9
453,07560201903,7,56,2,19,3,2,3,9
454,07560201903,7,56,2,19,3,2,7,9
455,07560202402,7,56,2,24,2,2,1,8
456,07560202402,7,56,2,24,2,2,7,8
457,07570900601,7,57,9,6,1,2,3,1
458,07570900601,7,57,9,6,1,2,4,1
459,07570900601,7,57,9,6,1,2,7,1
460,07570901802,7,57,9,18,2,2,3,1
461,07570901802,7,57,9,18,2,2,4,1
462,07570901802,7,57,9,18,2,2,7,1
463,07580600101,7,58,6,1,1,2,9,12
464,07580601309,7,58,6,13,9,2,1,13
465,07590401603,7,59,4,16,3,2,3,1
466,07590401603,7,59,4,16,3,2,4,1
467,07590401603,7,59,4,16,3,2,6,1
468,07590401603,7,59,4,16,3,2,7,1
469,07590800501,7,59,8,5,1,2,7,1
470,07610101505,7,61,1,15,5,2,1,11
471,07610101505,7,61,1,15,5,2,7,11
472,07610101604,7,61,1,16,4,2,7,10
473,07630101203,7,63,1,12,3,2,8,14
474,07630102501,7,63,1,25,1,2,9,15
475,07640101801,7,64,1,18,1,2,1,22
476,07640101801,7,64,1,18,1,2,2,22
477,07640101801,7,64,1,18,1,2,4,22
478,07640300502,7,64,3,5,2,2,1,23
479,07640300502,7,64,3,5,2,2,7,23
480,07650101206,7,65,1,12,6,2,7,21
481,07650105703,7,65,1,57,3,2,7,20
482,07661900106,7,66,19,1,6,1,1,1
483,07661900421,7,66,19,4,21,1,1,1
484,12670500701,12,67,5,7,1,2,1,1
485,12670500701,12,67,5,7,1,2,5,1
486,12670500701,12,67,5,7,1,2,7,1
487,12690101901,12,69,1,19,1,2,4,1
488,12690101901,12,69,1,19,1,2,7,1
489,13700100901,13,70,1,9,1,1,1,2
490,13700100901,13,70,1,9,1,1,5,2
491,13700100901,13,70,1,9,1,1,6,2
492,13700100901,13,70,1,9,1,1,7,2
493,13700101407,13,70,1,14,7,1,1,9
494,13700101407,13,70,1,14,7,1,3,9
495,13700101407,13,70,1,14,7,1,4,9
496,13700101407,13,70,1,14,7,1,5,9
497,13700101901,13,70,1,19,1,1,1,4
498,14720100113,14,72,1,1,13,1,1,2
499,14720100113,14,72,1,1,13,1,3,2
500,14720100211,14,72,1,2,11,1,1,4
501,14720100211,14,72,1,2,11,1,3,4
502,14720100211,14,72,1,2,11,1,6,4
503,14720100326,14,72,1,3,26,1,1,3
504,14720100326,14,72,1,3,26,1,3,3
505,14720100326,14,72,1,3,26,1,6,3
506,14720100702,14,72,1,7,2,1,1,1
507,14750400317,14,75,4,3,17,1,2,4
508,14750400317,14,75,4,3,17,1,5,4
509,14750400612,14,75,4,6,12,1,1,5
510,14750401001,14,75,4,10,1,1,1,7
511,14760500507,14,76,5,5,7,1,1,9
512,14760500507,14,76,5,5,7,1,5,9
513,14760500507,14,76,5,5,7,1,6,9
514,14760500507,14,76,5,5,7,1,7,9
515,14760500517,14,76,5,5,17,1,1,8
516,14760500517,14,76,5,5,17,1,6,8
517,14760500517,14,76,5,5,17,1,7,8
518,14760500527,14,76,5,5,27,1,1,7
519,14760500527,14,76,5,5,27,1,5,7
520,14760500527,14,76,5,5,27,1,6,7
521,14760500527,14,76,5,5,27,1,7,7
522,14760500532,14,76,5,5,32,1,1,10
523,14760500532,14,76,5,5,32,1,6,10
524,14760500532,14,76,5,5,32,1,7,10
525,14760500802,14,76,5,8,2,1,1,11
526,14760500802,14,76,5,8,2,1,6,11
527,14760500802,14,76,5,8,2,1,7,11
528,14760500811,14,76,5,8,11,1,1,12
529,14760500811,14,76,5,8,11,1,6,12
530,14760500811,14,76,5,8,11,1,7,12
531,15710100415,15,71,1,4,15,1,1,9
532,15710100605,15,71,1,6,5,1,1,10
533,15710100810,15,71,1,8,10,1,1,11
534,15710101201,15,71,1,12,1,2,5,3
535,15710101201,15,71,1,12,1,2,7,3
