,HHID,I2,I30
850,06470301201009,1,5
851,06470301201009,1,6
852,06470301201009,1,7
853,06470301201009,1,8
854,06470301201010,1,13
855,06470301201011,1,5
856,06470301201011,1,6
857,06470301201011,1,7
858,06470301201011,1,8
859,06470301201012,1,5
860,06470301201012,1,6
861,06470301201012,1,7
862,06470301201012,1,8
863,06470301201012,1,9
864,06470305101001,1,6
865,06470305101001,1,7
866,06470305101001,1,8
867,06470305101005,1,13
868,06470305101007,1,13
869,06470305101008,3,13
870,07500600204080,3,5
871,07500600204080,3,6
872,07500600204080,3,7
873,07500600204080,3,8
874,07500600204080,3,9
875,07500600204080,3,10
876,07510100104005,1,13
877,07510100104007,1,13
878,07511000702007,3,6
879,07511000702007,3,7
880,07511000702007,3,8
881,07511000702007,3,9
882,07520301304074,1,5
883,07520301304074,1,6
884,07520301304074,1,7
885,07520301304074,1,8
886,07520301304074,1,9
887,07520301304108,1,4
888,07520301304108,1,5
889,07520301304108,1,6
890,07520301304108,1,7
891,07520301304125,1,4
892,07520301304125,1,5
893,07520301304125,1,6
894,07520301304125,1,7
895,07520301304125,1,8
896,07520301304125,1,9
897,07520500901005,1,5
898,07520500901005,1,6
899,07520500901005,1,7
900,07520500901005,1,8
901,07520500901005,1,9
902,07520500901049,1,4
903,07520500901049,1,5
904,07520500901049,1,6
905,07520500901049,1,7
906,07520500901049,1,8
907,07520500901049,1,9
908,07520500901082,1,4
909,07520500901082,1,5
910,07520500901082,1,6
911,07520500901082,1,7
912,07520500901082,1,8
913,07520500901082,1,9
914,07520500901093,1,4
915,07520500901093,1,5
916,07520500901093,1,6
917,07520500901093,1,7
918,07520500901093,1,8
919,07520500901093,1,9
920,07520701406006,1,5
921,07520701406006,1,6
922,07520701406006,1,7
923,07520701406006,1,8
924,07520701406008,1,5
925,07520701406008,1,6
926,07520701406008,1,7
927,07520701406008,1,8
928,07520701406008,1,9
929,07520701406026,1,5
930,07520701406026,1,6
931,07520701406026,1,7
932,07520701406026,1,8
933,07520701406026,1,9
934,07520701406026,1,10
935,07520701406044,1,5
936,07520701406044,1,6
937,07520701406044,1,7
938,07520701406044,1,8
939,07530300603058,1,1
940,07530300603058,1,4
941,07530300603058,1,6
942,07530300603058,1,7
943,07530300603058,1,8
944,07530300603076,1,1
945,07530300603076,1,4
946,07530300603076,1,7
947,07530300603076,1,8
948,07530300603094,1,5
949,07530300603094,1,6
950,07530300603094,1,7
951,07530300603094,1,8
952,07530300603112,1,4
953,07530300603112,1,5
954,07530300603112,1,7
955,07530300603112,1,8
956,07530300603130,1,4
957,07530300603130,1,5
958,07530300603130,1,7
959,07530300603130,1,8
960,07530300603148,1,4
961,07530300603148,1,5
962,07530300603148,1,7
963,07530300603148,1,8
964,07530302901186,1,5
965,07530302901186,1,6
966,07530302901186,1,7
967,07530302901186,1,8
968,07530302901186,1,9
969,07530302901238,1,13
970,07530302901264,1,7
971,07530302901264,1,8
972,07530302901264,1,9
973,07530302901264,1,10
974,07530302901264,1,11
975,07530302901264,1,12
976,07530302901290,1,6
977,07530302901290,1,7
978,07530302901290,1,8
979,07530302901290,1,9
980,07530302901290,1,10
981,07530302901290,1,11
982,07530302901290,1,12
983,07530400605003,3,6
984,07530400605003,3,7
985,07530400605003,3,8
986,07530400605007,3,6
987,07530400605007,3,7
988,07530400605007,3,8
989,07530400605011,3,6
990,07530400605011,3,7
991,07530400605011,3,8
992,07530400605011,3,9
993,07530400605019,3,6
994,07530400605019,3,7
995,07530400605019,3,8
996,07530400605023,3,6
997,07530400605023,3,7
998,07530400605023,3,8
999,07540401003002,1,13
1000,07540401003018,1,13
1001,07540401003114,1,13
1002,07540401003146,1,4
1003,07540401003146,1,5
1004,07540401003146,1,7
1005,07540401003146,1,8
1006,07540401003146,1,10
1007,07540401003178,1,4
1008,07540401003178,1,5
1009,07540401003178,1,7
1010,07540401003178,1,8
1011,07540401003178,1,10
1012,07540401303091,1,4
1013,07540401303091,1,5
1014,07540401303091,1,7
1015,07540401303091,1,8
1016,07540401303091,1,9
1017,07540401303113,1,5
1018,07540401303113,1,6
1019,07540401303113,1,7
1020,07540401303113,1,8
1021,07540401303135,1,6
1022,07540401303135,1,7
1023,07540401303135,1,8
1024,07540401303135,1,9
1025,07540401303157,1,4
1026,07540401303157,1,5
1027,07540401303157,1,7
1028,07540401303157,1,8
1029,07540401303179,1,13
1030,07540401303201,1,13
1031,07540401303223,1,6
1032,07540401303223,1,7
1033,07540401303223,1,8
1034,07540401303223,1,9
1035,07540401303223,1,10
1036,07540401303223,1,11
1037,07540401303223,1,12
1038,07540401303245,1,13
1039,07540700103059,3,12
1040,07540700103091,3,12
1041,07540700202003,3,7
1042,07540700202003,3,8
1043,07550200101025,1,4
1044,07550200101025,1,5
1045,07550200101025,1,6
1046,07550200101025,1,7
1047,07550200101025,1,8
1048,07550200101025,1,9
1049,07550200101033,1,6
1050,07550200101033,1,7
1051,07550200101033,1,8
1052,07550200101065,1,4
1053,07550200101065,1,5
1054,07550200101065,1,6
1055,07550200101065,1,7
1056,07550200101065,1,8
1057,07550200101065,1,9
1058,07550200101093,1,5
1059,07550200101093,1,6
1060,07550200101093,1,7
1061,07550200101093,1,8
1062,07550200109015,3,6
1063,07550200109015,3,7
1064,07550200109015,3,8
1065,07550200109033,3,6
1066,07550200109033,3,7
1067,07550200109033,3,8
1068,07550200109051,3,6
1069,07550200109051,3,7
1070,07550200109051,3,8
1071,07550200109069,3,6
1072,07550200109069,3,7
1073,07550200109069,3,8
1074,07551300314019,3,5
1075,07551300314019,3,6
1076,07551300314019,3,7
1077,07551300314053,3,6
1078,07551300314053,3,7
1079,07551300314053,3,8
1080,07551300314104,3,6
1081,07551300314104,3,7
1082,07551300314104,3,8
1083,07551300314121,3,6
1084,07551300314121,3,7
1085,07551300314121,3,8
1086,07551300314138,3,6
1087,07551300314138,3,7
1088,07551300314138,3,8
1089,07551300314189,3,6
1090,07551300314189,3,7
1091,07551300314189,3,8
1092,07560201903038,1,2
1093,07560201903038,1,4
1094,07560201903038,1,7
1095,07560201903038,1,8
1096,07560202402004,1,13
1097,07560202402052,1,13
1098,07570900601006,1,13
1099,07570900601008,1,13
1100,07570900601010,1,13
1101,07570900601012,1,13
1102,07570901802003,1,13
1103,07580600101004,1,6
1104,07580600101004,1,7
1105,07580600101004,1,8
1106,07580600101022,1,13
1107,07580600101040,1,6
1108,07580600101040,1,7
1109,07580600101040,1,8
1110,07580600101040,1,9
1111,07580600101040,1,10
1112,07580600101112,1,1
1113,07580600101112,1,6
1114,07580600101112,1,7
1115,07580600101112,1,8
1116,07580600101130,1,6
1117,07580600101130,1,7
1118,07580600101130,1,8
1119,07580600101148,1,6
1120,07580600101148,1,7
1121,07580600101148,1,8
1122,07580600101184,1,1
1123,07580600101184,1,6
1124,07580600101184,1,7
1125,07580600101184,1,8
1126,07580601309061,1,6
1127,07580601309061,1,7
1128,07580601309061,1,8
1129,07580601309080,1,7
1130,07580601309080,1,8
1131,07580601309080,1,9
1132,07580601309099,1,6
1133,07580601309099,1,7
1134,07580601309099,1,8
1135,07581600407068,3,6
1136,07581600407068,3,7
1137,07581600407068,3,8
1138,07581600407128,3,6
1139,07581600407128,3,7
1140,07581600407128,3,8
1141,07590401603009,1,13
1142,07590401603010,1,13
1143,07590401603011,1,13
1144,07590401603012,1,13
1145,07610101604066,1,5
1146,07610101604066,1,6
1147,07610101604066,1,7
1148,07610101604066,1,8
1149,07610101604066,1,9
1150,07610101604087,1,7
1151,07610101604087,1,8
1152,07610101604108,1,6
1153,07610101604108,1,7
1154,07610101604108,1,8
1155,07610101604129,1,6
1156,07610101604129,1,7
1157,07610101604129,1,8
1158,07610101604129,1,9
1159,07610101604150,1,6
1160,07610101604150,1,7
1161,07610101604150,1,8
1162,07610101604150,1,9
1163,07610101604150,1,10
1164,07610101604150,1,11
1165,07610101604234,1,5
1166,07610101604234,1,6
1167,07610101604234,1,7
1168,07610101604234,1,8
1169,07630101203071,1,6
1170,07630101203071,1,7
1171,07630101203071,1,8
1172,07630101203071,1,9
1173,07630101203103,1,7
1174,07630101203103,1,8
1175,07630101203119,1,6
1176,07630101203119,1,7
1177,07630101203119,1,8
1178,07630101203119,1,9
1179,07630101203135,1,6
1180,07630101203135,1,7
1181,07630101203135,1,8
1182,07630101203151,1,1
1183,07630101203151,1,6
1184,07630101203151,1,7
1185,07630101203151,1,8
1186,07630102501149,1,5
1187,07630102501149,1,6
1188,07630102501149,1,7
1189,07630102501149,1,8
1190,07630102501149,1,9
1191,07630102501167,1,5
1192,07630102501167,1,6
1193,07630102501167,1,7
1194,07630102501167,1,8
1195,07630102501167,1,9
1196,07630102501185,1,5
1197,07630102501185,1,6
1198,07630102501185,1,7
1199,07630102501185,1,8
1200,07630102501185,1,9
1201,07630102501203,1,5
1202,07630102501203,1,6
1203,07630102501203,1,7
1204,07630102501203,1,8
1205,07630102501203,1,9
1206,07640101801005,1,6
1207,07640101801005,1,7
1208,07640101801005,1,8
1209,07640101801005,1,9
1210,07640101801008,1,5
1211,07640101801008,1,6
1212,07640101801008,1,7
1213,07640101801008,1,9
1214,07640101801008,1,10
1215,07640101801023,1,5
1216,07640101801023,1,6
1217,07640101801023,1,7
1218,07640101801023,1,8
1219,07640101801024,1,6
1220,07640101801024,1,7
1221,07640101801024,1,8
1222,07640101801024,1,9
1223,07640101801043,1,4
1224,07640101801043,1,5
1225,07640101801043,1,6
1226,07640101801043,1,7
1227,07640101801043,1,8
1228,07640101801043,1,9
1229,07640101801081,1,5
1230,07640101801081,1,6
1231,07640101801081,1,7
1232,07640101801081,1,8
1233,07640101801100,1,6
1234,07640101801100,1,7
1235,07640101801100,1,8
1236,07640101801100,1,10
1237,07640300502002,1,6
1238,07640300502002,1,7
1239,07640300502002,1,8
1240,07640300502002,1,9
1241,07640300502005,1,7
1242,07640300502005,1,8
1243,07640300502006,1,7
1244,07640300502006,1,8
1245,07640300502008,1,13
1246,07650101206151,1,5
1247,07650101206151,1,6
1248,07650101206151,1,7
1249,07650101206169,1,13
1250,07650101206187,1,3
1251,07650101206187,1,4
1252,07650101206187,1,5
1253,07650101206187,1,6
1254,07650101206187,1,7
1255,07650101206187,1,8
1256,07650101206205,1,4
1257,07650101206205,1,5
1258,07650101206205,1,6
1259,07650101206205,1,7
1260,07650101206205,1,8
1261,07650105703081,1,5
1262,07650105703081,1,6
1263,07650105703081,1,7
1264,07650105703081,1,8
1265,07650105703081,1,9
1266,07650105703099,1,3
1267,07650105703099,1,4
1268,07650105703099,1,5
1269,07650105703099,1,6
1270,07650105703099,1,7
1271,07650105703099,1,8
1272,07650105703099,1,9
1273,07650105703117,1,4
1274,07650105703117,1,5
1275,07650105703117,1,6
1276,07650105703117,1,7
1277,07650105703117,1,8
1278,07650105703117,1,9
1279,07650105703135,1,3
1280,07650105703135,1,4
1281,07650105703135,1,5
1282,07650105703135,1,6
1283,07650105703135,1,7
1284,07650105703135,1,8
1285,07650105703153,1,4
1286,07650105703153,1,6
1287,07650105703153,1,7
1288,07650105703153,1,8
1289,07661900703020,3,6
1290,07661900703020,3,7
1291,07661900703020,3,8
1292,07661900703146,3,6
1293,07661900703146,3,7
1294,07661900703146,3,8
1295,07661900703164,3,6
1296,07661900703164,3,7
1297,07661900703164,3,8
1298,12670500701005,1,13
1299,12690101901007,1,13
1300,12690101901008,1,13
1301,12690101901009,1,13
1302,12690101901012,1,13
1303,13700101901011,3,7
1304,13700101901011,3,8
1305,13700101901011,3,9
1306,13700101901011,3,10
1307,13700101901011,3,11
1308,14720100113009,3,11
1309,14720100113013,3,13
1310,14720100113020,1,13
1311,14720100113020,3,13
1312,14720100222002,3,13
1313,14720100222004,5,13
1314,14720100315004,4,7
1315,14720100315004,4,8
1316,14720100315004,4,9
1317,14720100315004,4,10
1318,14720100315005,5,13
1319,14720100315006,3,7
1320,14720100315006,3,8
1321,14720100315006,3,9
1322,14720100315006,3,10
1323,14720100315006,3,11
1324,14720100315054,3,13
1325,14720100315068,5,7
1326,14720100315068,5,8
1327,14720100315068,5,9
1328,14720100315068,5,10
1329,14720100315068,5,11
1330,14720100315089,3,13
1331,14720100315103,3,7
1332,14720100315103,3,8
1333,14720100315103,3,9
1334,14720100315103,3,10
1335,14720100315103,3,11
1336,14720100315138,3,13
1337,14720100326002,3,6
1338,14720100326002,3,7
1339,14720100326002,3,8
1340,14720100326002,3,9
1341,14720100326002,3,10
1342,14720100326002,3,11
1343,14720100326004,3,7
1344,14720100326004,3,8
1345,14720100326004,3,9
1346,14720100326005,3,9
1347,14720100326005,3,10
1348,14720100326005,3,11
1349,14720100326005,3,12
1350,14720100326007,3,6
1351,14720100326007,3,7
1352,14720100326007,3,8
1353,14720100326007,3,9
1354,14720100326007,3,10
1355,14720100326007,3,11
1356,14720100326012,3,6
1357,14720100326012,3,7
1358,14720100326012,3,8
1359,14720100326012,3,9
1360,14720100326012,3,10
1361,14720100326012,3,11
1362,14720100326016,3,6
1363,14720100326016,3,7
1364,14720100326016,3,8
1365,14720100326016,3,9
1366,14720100326016,3,10
1367,14720100326016,3,11
1368,14720100326016,3,12
1369,14720100326020,3,13
1370,14720100549036,3,7
1371,14720100549036,3,8
1372,14720100549036,3,9
1373,14720100549048,3,6
1374,14720100549048,3,7
1375,14720100549048,3,8
1376,14720100549048,3,9
1377,14720100549060,3,7
1378,14720100549060,3,8
1379,14720100549060,3,9
1380,14720100633003,1,10
1381,14720100702002,1,9
1382,14720100702002,1,10
1383,14720100702002,1,11
1384,14720100702005,1,7
1385,14720100702005,1,8
1386,14720100702005,1,9
1387,14720100702005,1,10
1388,14720100702005,1,11
1389,14720100702005,1,12
1390,14720100702006,3,3
1391,14720100702006,3,5
1392,14720100702006,3,8
1393,14720100702006,3,9
1394,14720100702006,3,10
1395,14720100702006,3,12
1396,14720100702010,2,7
1397,14720100702010,2,9
1398,14720100702010,2,10
1399,14720100702010,3,7
1400,14720100702010,3,8
1401,14720100702010,3,9
1402,14720100702010,3,10
1403,14720100702010,3,11
1404,14720100702010,3,12
1405,14720100702011,3,5
1406,14720100702011,3,6
1407,14720100702011,3,7
1408,14720100702011,3,8
1409,14720100702011,3,9
1410,14720100702011,3,10
1411,14720100702011,4,3
1412,14720100702011,4,6
1413,14720100702011,4,7
1414,14720100702011,4,8
1415,14720100702011,4,9
1416,14720100702011,4,11
1417,14720100702013,3,6
1418,14720100702013,3,8
1419,14720100702013,3,9
1420,14720100702013,3,10
1421,14720100702017,3,13
1422,14730200527001,3,13
1423,14730200527001,5,13
1424,14730200527003,2,6
1425,14730200527003,2,7
1426,14740300273002,3,7
1427,14740300273002,3,8
1428,14740300273002,3,9
1429,14740300273005,3,13
1430,14740300273012,3,6
1431,14740300273012,3,7
1432,14740300273012,3,8
1433,14740300546037,3,6
1434,14740300546037,3,7
1435,14740300546037,3,8
1436,14760500307001,3,13
1437,14760500307004,3,13
1438,14760500307014,3,13
1439,14760500318006,1,6
1440,14760500318006,1,7
1441,14760500318006,1,8
1442,14760500318006,1,10
1443,14760500318007,2,5
1444,14760500318007,2,6
1445,14760500318007,2,7
1446,14760500318010,2,6
1447,14760500318010,2,7
1448,14760500318010,2,8
1449,14760500318011,2,13
1450,14760500318012,3,13
1451,14760500318017,3,6
1452,14760500318017,3,7
1453,14760500318017,3,8
1454,14760500318017,3,10
1455,14760500409002,3,13
1456,14760500409012,3,7
1457,14760500409012,3,8
1458,14760500409012,3,9
1459,14760500430001,3,13
1460,14760500430002,3,13
1461,14760500430011,2,13
1462,14760500430011,3,13
1463,14760500430015,2,13
1464,14760500507015,3,13
1465,14760500507017,5,13
1466,14760500507019,3,13
1467,14760500507020,3,13
1468,14760500517003,1,13
1469,14760500517003,3,13
1470,14760500517005,3,13
1471,14760500517006,4,13
1472,14760500517007,3,13
1473,14760500517008,3,13
1474,14760500517009,3,13
1475,14760500517013,1,13
1476,14760500517013,3,13
1477,14760500517014,3,13
1478,14760500517018,3,13
1479,14760500517019,3,13
1480,14760500517044,3,13
1481,14760500532001,3,13
1482,14760500613005,3,6
1483,14760500613005,3,7
1484,14760500613005,3,8
1485,14760500613008,2,7
1486,14760500613008,2,8
1487,14760500613009,3,7
1488,14760500613009,3,8
1489,14760500613014,3,7
1490,14760500613014,3,8
1491,14760500613020,3,7
1492,14760500613020,3,8
1493,14760500811072,3,5
1494,14760500811072,3,6
1495,14760500811072,3,7
1496,14760500811072,3,8
1497,14760500811072,3,9
1498,14760500811072,3,10
1499,14770600201006,3,6
1500,14770600201006,3,7
1501,14770600201006,3,8
1502,14770600201006,3,9
1503,14770600201007,3,6
1504,14770600201007,3,7
1505,14770600201007,3,8
1506,14770600201007,3,9
1507,14770600201007,3,10
1508,14770600201011,1,13
1509,14770600201012,3,6
1510,14770600201012,3,7
1511,14770600201012,3,8
1512,14770600201012,3,9
1513,14770600201012,3,10
1514,14770600305006,2,4
1515,14770600305006,2,9
1516,14770600305006,2,12
1517,14770600305016,1,1
1518,14770600305016,1,2
1519,14770600305016,1,3
1520,14770600305016,1,10
1521,14770600404001,2,6
1522,14770600404001,2,7
1523,14770600404001,2,8
1524,14770600404001,2,12
1525,14770600404003,2,6
1526,14770600404003,2,7
1527,14770600404003,2,8
1528,14770600404008,2,6
1529,14770600404008,2,7
1530,14770600404008,2,8
1531,14770600404019,3,7
1532,14770600404019,3,8
1533,14770600528098,3,13
1534,14770600528099,2,6
1535,14770600528099,2,7
1536,14770600528099,2,8
1537,14770600625012,2,7
1538,14770600625012,2,8
1539,14770600625015,2,7
1540,14770600625015,2,8
1541,14770600821003,3,7
1542,14770600821003,3,8
1543,14770600821003,3,9
1544,14770600821003,3,10
1545,14770600821005,2,11
1546,14770600821005,2,12
1547,14770600821006,3,6
1548,14770600821006,3,7
1549,14770600821006,3,8
1550,14770600821018,3,7
1551,14770600821018,3,8
1552,14770600821033,3,7
1553,14770600821033,3,8
1554,14770600821033,3,11
1555,14770600821048,3,7
1556,14770600821048,3,8
1557,14770600821048,3,9
1558,14780700220003,2,13
1559,14780700220004,2,6
1560,14780700220004,2,7
1561,14780700220004,2,8
1562,14780700220004,2,11
1563,14780700220004,2,12
1564,14780700220005,2,6
1565,14780700220005,2,7
1566,14780700220005,2,8
1567,14780700220007,2,6
1568,14780700220007,2,7
1569,14780700220007,2,8
1570,14780700220007,2,9
1571,14780700220010,2,6
1572,14780700220010,2,7
1573,14780700220010,2,8
1574,14780700220011,2,6
1575,14780700220011,2,7
1576,14780700220011,2,8
1577,14780700220011,2,12
1578,14790800152005,3,13
1579,14790800152008,3,13
1580,14790800152010,3,13
1581,14790800152011,3,13
1582,14790800204010,3,1
1583,14790800204010,3,6
1584,14790800204010,3,7
1585,14790800204010,3,8
1586,14790800217017,3,13
1587,14790800503007,3,6
1588,14790800503007,3,7
1589,14790800503007,3,8
1590,14790800503012,3,13
1591,14790800503016,3,1
1592,14790800503016,3,6
1593,14790800503016,3,7
1594,14790800503016,3,8
1595,14790800503016,3,12
1596,14790800503017,3,13
1597,14790800514017,3,1
1598,14790800514017,3,7
1599,14790800514017,3,8
1600,14790800514017,3,9
1601,14790800514018,3,13
1602,14790800611001,3,13
1603,14790800611012,3,13
1604,14790800611013,3,13
1605,14790800611016,3,13
1606,14790800611019,3,13
1607,14790800622001,2,13
1608,14790800622006,3,5
1609,14790800622006,3,6
1610,14790800622006,3,7
1611,14790800622006,3,8
1612,14790800733001,1,13
1613,14790800733002,4,13
1614,14790800733002,5,6
1615,14790800733002,5,7
1616,14790800733002,5,8
1617,14790800733003,4,7
1618,14790800733006,5,13
1619,14790800733007,1,13
1620,14790800733007,2,6
1621,14790800733007,2,7
1622,14790800733007,2,8
1623,14790800733007,2,11
1624,14790800733007,2,12
1625,14790800733008,3,13
1626,14790800733008,4,6
1627,14790800733008,4,7
1628,14790800733010,3,13
1629,14790800733010,4,13
1630,14790800733012,1,13
1631,14790800733012,4,13
1632,14790800733012,5,13
1633,14790800733013,4,13
1634,14790800733014,4,6
1635,14790800733014,4,7
1636,14790800733014,4,8
1637,14790800733017,1,6
1638,14790800733017,1,7
1639,14790800733017,1,8
1640,14790800733019,1,13
1641,14790800733020,2,13
1642,14790800812004,3,13
1643,14790800812009,3,13
1644,14790800812025,3,6
1645,14790800812025,3,7
1646,14790800812025,3,8
1647,14790800812025,3,9
1648,14790800812025,3,10
1649,14790800812025,3,11
1650,14790800812060,3,13
1651,14790800812067,2,13
1652,14790800812074,3,13
1653,14790800812081,3,13
1654,14800900214037,1,5
1655,14800900214037,1,6
1656,14800900214037,1,7
1657,14800900559064,5,13
1658,14800900559086,2,6
1659,14800900559086,2,7
1660,14800900559086,2,8
1661,14800900559086,2,9
1662,14800900559086,2,10
1663,14800900559086,2,11
1664,14800900559086,2,12
1665,14811000201028,3,6
1666,14811000201028,3,7
1667,14811000201028,3,8
1668,14811000201028,3,12
