,HHID,R_a,R_b,R_c,R_d,R_e,R4
1639,07661900106005,,-99.0,,-99.0,-99.0,4
1640,07661900106006,1.0,-99.0,,-99.0,-99.0,1
1641,07661900106006,1.0,-99.0,,-99.0,-99.0,2
1642,07661900106006,1.0,-99.0,,-99.0,-99.0,3
1643,07661900106006,0.0,-99.0,,-99.0,-99.0,4
1644,07661900106007,,-99.0,-99.0,-99.0,-99.0,1
1645,07661900106007,,-99.0,-99.0,-99.0,-99.0,2
1646,07661900106007,,-99.0,-99.0,-99.0,-99.0,3
1647,07661900106007,,-99.0,-99.0,-99.0,-99.0,4
1648,07661900106009,,,,,-99.0,1
1649,07661900106009,,,,,-99.0,2
1650,07661900106009,,,,,-99.0,3
1651,07661900106009,,,,,-99.0,4
1652,07661900106010,-99.0,-99.0,,-99.0,-99.0,1
1653,07661900106010,-99.0,-99.0,,-99.0,-99.0,2
1654,07661900106010,-99.0,-99.0,,-99.0,-99.0,3
1655,07661900106010,-99.0,-99.0,,-99.0,-99.0,4
1656,07661900106011,,-99.0,-99.0,,-99.0,1
1657,07661900106011,,-99.0,-99.0,,-99.0,2
1658,07661900106011,,-99.0,-99.0,,-99.0,3
1659,07661900106011,,-99.0,-99.0,,-99.0,4
1660,07661900106012,,-99.0,,-99.0,-99.0,1
1661,07661900106012,,-99.0,,-99.0,-99.0,2
1662,07661900106012,,-99.0,,-99.0,-99.0,3
1663,07661900106012,,-99.0,,0.0,-99.0,4
1664,07661900421004,,-99.0,,-99.0,-99.0,1
1665,07661900421004,,-99.0,,-99.0,0.0,2
1666,07661900421004,,-99.0,,-99.0,-99.0,3
1667,07661900421004,,-99.0,,-99.0,-99.0,4
1668,07661900421013,,-99.0,,,0.0,1
1669,07661900421013,,-99.0,,,0.0,2
1670,07661900421013,,-99.0,,,0.0,3
1671,07661900421013,,-99.0,,,0.0,4
1672,07661900421022,,-99.0,-99.0,-99.0,-99.0,1
1673,07661900421022,,-99.0,-99.0,-99.0,-99.0,2
1674,07661900421022,,-99.0,-99.0,-99.0,-99.0,3
1675,07661900421022,,-99.0,-99.0,-99.0,-99.0,4
1676,07661900421031,,-99.0,,-99.0,-99.0,1
1677,07661900421031,,-99.0,,-99.0,-99.0,2
1678,07661900421031,,-99.0,,-99.0,-99.0,3
1679,07661900421031,,-99.0,,-99.0,-99.0,4
1680,07661900421040,0.0,,,-99.0,-99.0,1
1681,07661900421040,0.0,,,-99.0,-99.0,2
1682,07661900421040,0.0,,,-99.0,-99.0,3
1683,07661900421040,0.0,,,-99.0,-99.0,4
1684,07661900421049,,-99.0,,-99.0,-99.0,1
1685,07661900421049,,-99.0,,-99.0,-99.0,2
1686,07661900421049,,-99.0,,-99.0,-99.0,3
1687,07661900421049,,-99.0,,-99.0,-99.0,4
1688,07661900421058,,-99.0,,-99.0,-99.0,1
1689,07661900421058,,-99.0,,-99.0,-99.0,2
1690,07661900421058,,-99.0,,-99.0,-99.0,3
1691,07661900421058,,-99.0,,-99.0,-99.0,4
1692,07661900421067,,,,-99.0,-99.0,1
1693,07661900421067,,,,-99.0,-99.0,2
1694,07661900421067,,,,-99.0,-99.0,3
1695,07661900421067,,,,-99.0,-99.0,4
1696,07661900421076,,,,-99.0,-99.0,1
1697,07661900421076,,,,-99.0,-99.0,2
1698,07661900421076,,,,-99.0,-99.0,3
1699,07661900421076,,,,-99.0,-99.0,4
1700,07661900421094,,,,,,1
1701,07661900421094,,,,,,2
1702,07661900421094,,,,,,3
1703,07661900421094,,,,,,4
1704,07661900421103,,,,,,1
1705,07661900421103,,,,,,2
1706,07661900421103,,,,,,3
1707,07661900421103,,,,,,4
1708,07661900703011,,-99.0,,,-99.0,1
1709,07661900703011,,-99.0,,,-99.0,2
1710,07661900703011,,-99.0,,,-99.0,3
1711,07661900703011,,-99.0,,,-99.0,4
1712,07661900703012,,-99.0,,-99.0,,1
1713,07661900703012,,-99.0,,-99.0,,2
1714,07661900703012,,-99.0,,-99.0,,3
1715,07661900703012,,-99.0,,-99.0,,4
1716,07661900703038,,,,-99.0,,1
1717,07661900703038,,,,-99.0,,2
1718,07661900703038,,,,-99.0,,3
1719,07661900703038,,,,-99.0,,4
1720,07661900703092,,,,-99.0,,1
1721,07661900703092,,,,-99.0,,2
1722,07661900703092,,,,-99.0,,3
1723,07661900703092,,,,-99.0,,4
1724,07661900703182,,,,-99.0,-99.0,1
1725,07661900703182,,,,-99.0,-99.0,2
1726,07661900703182,,,,-99.0,-99.0,3
1727,07661900703182,,,,-99.0,-99.0,4
1728,07661900703200,,-99.0,-99.0,,-99.0,1
1729,07661900703200,,-99.0,-99.0,,-99.0,2
1730,07661900703200,,-99.0,-99.0,,-99.0,3
1731,07661900703200,,-99.0,-99.0,,-99.0,4
1732,12670600303002,,0.0,,,,1
1733,12670600303002,,1.0,,,,2
1734,12670600303002,,0.0,,,,3
1735,12670600303002,,0.0,,,,4
1736,14720100113012,,,,,0.0,1
1737,14720100113012,,,,,0.0,2
1738,14720100113012,,,,,0.0,3
1739,14720100113012,,,,,0.0,4
1740,14720100113013,0.0,,,,,1
1741,14720100113013,0.0,,,,,2
1742,14720100113013,0.0,,,,,3
1743,14720100113013,0.0,,,,,4
1744,14720100211017,0.0,,,,,1
1745,14720100211017,0.0,,,,,2
1746,14720100211017,0.0,,,,,3
1747,14720100211017,0.0,,,,,4
1748,14720100222003,0.0,,,,0.0,1
1749,14720100222003,0.0,,,,0.0,2
1750,14720100222003,0.0,,,,0.0,3
1751,14720100222003,0.0,,,,0.0,4
1752,14720100222004,,,0.0,,,1
1753,14720100222004,,,0.0,,,2
1754,14720100222004,,,0.0,,,3
1755,14720100222004,,,0.0,,,4
1756,14720100222005,0.0,,,,,1
1757,14720100222005,0.0,,,,,2
1758,14720100222005,0.0,,,,,3
1759,14720100222005,0.0,,,,,4
1760,14720100315003,0.0,,,,,1
1761,14720100315003,0.0,,,,,2
1762,14720100315003,0.0,,,,,3
1763,14720100315003,0.0,,,,,4
1764,14720100315005,0.0,,,,,1
1765,14720100315005,0.0,,,,,2
1766,14720100315005,0.0,,,,,3
1767,14720100315005,0.0,,,,,4
1768,14720100315054,,0.0,,,,1
1769,14720100315054,,0.0,,,,2
1770,14720100315054,,0.0,,,,3
1771,14720100315054,,0.0,,,,4
1772,14720100315131,,,0.0,,,1
1773,14720100315131,,,0.0,,,2
1774,14720100315131,,,0.0,,,3
1775,14720100315131,,,0.0,,,4
1776,14720100326012,0.0,,,,,1
1777,14720100326012,1.0,,,,,2
1778,14720100326012,0.0,,,,,3
1779,14720100326012,0.0,,,,,4
1780,14720100406003,,,,,0.0,1
1781,14720100406003,,,,,0.0,2
1782,14720100406003,,,,,0.0,3
1783,14720100406003,,,,,0.0,4
1784,14720100406005,,,,,0.0,1
1785,14720100406005,,,,,0.0,2
1786,14720100406005,,,,,0.0,3
1787,14720100406005,,,,,0.0,4
1788,14720100406010,,,,,0.0,1
1789,14720100406010,,,,,0.0,2
1790,14720100406010,,,,,0.0,3
1791,14720100406010,,,,,0.0,4
1792,14720100549054,,,,,0.0,1
1793,14720100549054,,,,,0.0,2
1794,14720100549054,,,,,1.0,3
1795,14720100549054,,,,,0.0,4
1796,14720100560001,0.0,,,0.0,0.0,1
1797,14720100560001,0.0,,,1.0,0.0,2
1798,14720100560001,0.0,,,1.0,0.0,3
1799,14720100560001,0.0,,,1.0,0.0,4
1800,14720100560024,0.0,,,,,1
1801,14720100560024,0.0,,,,,2
1802,14720100560024,0.0,,,,,3
1803,14720100560024,0.0,,,,,4
1804,14720100560059,0.0,,,,,1
1805,14720100560059,0.0,,,,,2
1806,14720100560059,0.0,,,,,3
1807,14720100560059,0.0,,,,,4
1808,14720100560073,0.0,,,,,1
1809,14720100560073,1.0,,,,,2
1810,14720100560073,1.0,,,,,3
1811,14720100560073,1.0,,,,,4
1812,14720100633008,0.0,,,,,1
1813,14720100633008,0.0,,,,,2
1814,14720100633008,0.0,,,,,3
1815,14720100633008,0.0,,,,,4
1816,14720100633019,0.0,,0.0,,,1
1817,14720100633019,0.0,,0.0,,,2
1818,14720100633019,0.0,,0.0,,,3
1819,14720100633019,0.0,,0.0,,,4
1820,14720100633052,,,0.0,,,1
1821,14720100633052,,,0.0,,,2
1822,14720100633052,,,0.0,,,3
1823,14720100633052,,,0.0,,,4
1824,14720100633058,0.0,,,,,1
1825,14720100633058,0.0,,,,,2
1826,14720100633058,0.0,,,,,3
1827,14720100633058,0.0,,,,,4
1828,14720100702016,0.0,0.0,0.0,,,1
1829,14720100702016,0.0,0.0,0.0,,,2
1830,14720100702016,0.0,0.0,0.0,,,3
1831,14720100702016,0.0,0.0,0.0,,,4
1832,14730200238041,0.0,0.0,1.0,1.0,0.0,1
1833,14730200238041,0.0,0.0,1.0,0.0,0.0,2
1834,14730200238041,1.0,0.0,1.0,0.0,0.0,3
1835,14730200238041,0.0,0.0,0.0,0.0,0.0,4
1836,14730200238060,0.0,,0.0,,,1
1837,14730200238060,2.0,,1.0,,,2
1838,14730200238060,0.0,,0.0,,,3
1839,14730200238060,0.0,,0.0,,,4
1840,14730200238136,0.0,,0.0,,,1
1841,14730200238136,1.0,,1.0,,,2
1842,14730200238136,0.0,,0.0,,,3
1843,14730200238136,0.0,,0.0,,,4
1844,14730200238212,0.0,,,,0.0,1
1845,14730200238212,1.0,,,,1.0,2
1846,14730200238212,0.0,,,,0.0,3
1847,14730200238212,0.0,,,,0.0,4
1848,14730200527003,,0.0,,,,1
1849,14730200527003,,0.0,,,,2
1850,14730200527003,,0.0,,,,3
1851,14730200527003,,0.0,,,,4
1852,14730200527005,,0.0,0.0,0.0,,1
1853,14730200527005,,0.0,0.0,0.0,,2
1854,14730200527005,,0.0,0.0,0.0,,3
1855,14730200527005,,0.0,0.0,0.0,,4
1856,14730200833123,,,0.0,,,1
1857,14730200833123,,,1.0,,,2
1858,14730200833123,,,0.0,,,3
1859,14730200833123,,,0.0,,,4
1860,14730200833157,0.0,,,,,1
1861,14730200833157,1.0,,,,,2
1862,14730200833157,0.0,,,,,3
1863,14730200833157,0.0,,,,,4
1864,14740300273005,,,,,0.0,1
1865,14740300273005,,,,,1.0,2
1866,14740300273005,,,,,0.0,3
1867,14740300273005,,,,,0.0,4
1868,14740300546037,1.0,,,,,1
1869,14740300546037,1.0,,,,,2
1870,14740300546037,0.0,,,,,3
1871,14740300546037,1.0,,,,,4
1872,14740300546049,0.0,,,,,1
1873,14740300546049,1.0,,,,,2
1874,14740300546049,0.0,,,,,3
1875,14740300546049,0.0,,,,,4
1876,14740300546097,,,,,0.0,1
1877,14740300546097,,,,,1.0,2
1878,14740300546097,,,,,0.0,3
1879,14740300546097,,,,,0.0,4
1880,14740300546109,0.0,,,,,1
1881,14740300546109,1.0,,,,,2
1882,14740300546109,0.0,,,,,3
1883,14740300546109,0.0,,,,,4
1884,14740300546133,,,,,0.0,1
1885,14740300546133,,,,,0.0,2
1886,14740300546133,,,,,0.0,3
1887,14740300546133,,,,,0.0,4
1888,14740301003161,0.0,,,,,1
1889,14740301003161,0.0,,,,,2
1890,14740301003161,0.0,,,,,3
1891,14740301003161,2.0,,,,,4
1892,14740301003176,,,,,0.0,1
1893,14740301003176,,,,,0.0,2
1894,14740301003176,,,,,0.0,3
1895,14740301003176,,,,,0.0,4
1896,14750400317001,,,,,,1
1897,14750400317001,,,,,,2
1898,14750400317001,,,,,,3
1899,14750400317001,,,,,,4
1900,14750400317009,0.0,,,,,1
1901,14750400317009,0.0,,,,,2
1902,14750400317009,0.0,,,,,3
1903,14750400317009,0.0,,,,,4
1904,14750400317012,,,,,,1
1905,14750400317012,,,,,,2
1906,14750400317012,,,,,,3
1907,14750400317012,,,,,,4
1908,14750400612004,1.0,,,,,1
1909,14750400612004,1.0,,,,,2
1910,14750400612004,0.0,,,,,3
1911,14750400612004,0.0,,,,,4
1912,14750400612009,0.0,,,,,1
1913,14750400612009,1.0,,,,,2
1914,14750400612009,0.0,,,,,3
1915,14750400612009,0.0,,,,,4
1916,14760500307002,,0.0,,,,1
1917,14760500307002,,0.0,,,,2
1918,14760500307002,,0.0,,,,3
1919,14760500307002,,0.0,,,,4
1920,14760500318002,,0.0,,,,1
1921,14760500318002,,1.0,,,,2
1922,14760500318002,,0.0,,,,3
1923,14760500318002,,0.0,,,,4
1924,14760500318003,0.0,0.0,,,,1
1925,14760500318003,0.0,0.0,,,,2
1926,14760500318003,0.0,0.0,,,,3
1927,14760500318003,0.0,0.0,,,,4
1928,14760500318006,1.0,,,,,1
1929,14760500318006,0.0,,,,,2
1930,14760500318006,0.0,,,,,3
1931,14760500318006,0.0,,,,,4
1932,14760500318010,0.0,0.0,,,,1
1933,14760500318010,0.0,1.0,,,,2
1934,14760500318010,0.0,0.0,,,,3
1935,14760500318010,0.0,0.0,,,,4
1936,14760500318013,0.0,,0.0,,,1
1937,14760500318013,0.0,,0.0,,,2
1938,14760500318013,0.0,,0.0,,,3
1939,14760500318013,0.0,,0.0,,,4
1940,14760500318016,0.0,,,,,1
1941,14760500318016,0.0,,,,,2
1942,14760500318016,0.0,,,,,3
1943,14760500318016,0.0,,,,,4
1944,14760500318018,0.0,0.0,,,0.0,1
1945,14760500318018,0.0,0.0,,,0.0,2
1946,14760500318018,0.0,0.0,,,0.0,3
1947,14760500318018,0.0,0.0,,,0.0,4
1948,14760500318020,0.0,,0.0,,,1
1949,14760500318020,0.0,,0.0,,,2
1950,14760500318020,0.0,,0.0,,,3
1951,14760500318020,0.0,,0.0,,,4
1952,14760500330010,,0.0,,,,1
1953,14760500330010,,0.0,,,,2
1954,14760500330010,,0.0,,,,3
1955,14760500330010,,0.0,,,,4
1956,14760500409003,,,,-99.0,,1
1957,14760500409003,,,,-99.0,,2
1958,14760500409003,,,,-99.0,,3
1959,14760500409003,,,,0.0,,4
1960,14760500430001,2.0,0.0,1.0,,1.0,1
1961,14760500430001,2.0,0.0,1.0,,1.0,2
1962,14760500430001,2.0,0.0,1.0,,1.0,3
1963,14760500430001,0.0,0.0,0.0,,0.0,4
1964,14760500430007,,1.0,,1.0,,1
1965,14760500430007,,1.0,,1.0,,2
1966,14760500430007,,1.0,,1.0,,3
1967,14760500430007,,0.0,,0.0,,4
1968,14760500430008,,,1.0,0.0,,1
1969,14760500430008,,,1.0,0.0,,2
1970,14760500430008,,,1.0,0.0,,3
1971,14760500430008,,,0.0,0.0,,4
1972,14760500430013,,,,,0.0,1
1973,14760500430013,,,,,1.0,2
1974,14760500430013,,,,,0.0,3
1975,14760500430013,,,,,0.0,4
1976,14760500507004,,,,,1.0,1
1977,14760500507004,,,,,1.0,2
1978,14760500507004,,,,,1.0,3
1979,14760500507004,,,,,0.0,4
1980,14760500507008,,,1.0,,,1
1981,14760500507008,,,0.0,,,2
1982,14760500507008,,,0.0,,,3
1983,14760500507008,,,1.0,,,4
1984,14760500507012,,,,0.0,,1
1985,14760500507012,,,,0.0,,2
1986,14760500507012,,,,0.0,,3
1987,14760500507012,,,,0.0,,4
1988,14760500517003,,,,0.0,,1
1989,14760500517003,,,,0.0,,2
1990,14760500517003,,,,0.0,,3
1991,14760500517003,,,,0.0,,4
1992,14760500517004,0.0,,,,,1
1993,14760500517004,0.0,,,,,2
1994,14760500517004,0.0,,,,,3
1995,14760500517004,0.0,,,,,4
1996,14760500517005,0.0,,,,,1
1997,14760500517005,0.0,,,,,2
1998,14760500517005,0.0,,,,,3
1999,14760500517005,0.0,,,,,4
2000,14760500517006,0.0,,,,,1
2001,14760500517006,1.0,,,,,2
2002,14760500517006,0.0,,,,,3
2003,14760500517006,0.0,,,,,4
2004,14760500517007,,,,0.0,,1
2005,14760500517007,,,,0.0,,2
2006,14760500517007,,,,0.0,,3
2007,14760500517007,,,,0.0,,4
2008,14760500527001,0.0,,,,,1
2009,14760500527001,0.0,,,,,2
2010,14760500527001,0.0,,,,,3
2011,14760500527001,0.0,,,,,4
2012,14760500527002,0.0,0.0,,,,1
2013,14760500527002,0.0,0.0,,,,2
2014,14760500527002,0.0,0.0,,,,3
2015,14760500527002,0.0,0.0,,,,4
2016,14760500527012,,,0.0,,,1
2017,14760500527012,,,0.0,,,2
2018,14760500527012,,,0.0,,,3
2019,14760500527012,,,0.0,,,4
2020,14760500527015,,,0.0,,,1
2021,14760500527015,,,0.0,,,2
2022,14760500527015,,,0.0,,,3
2023,14760500527015,,,0.0,,,4
2024,14760500532006,1.0,,,,,1
2025,14760500532006,0.0,,,,,2
2026,14760500532006,0.0,,,,,3
2027,14760500532006,0.0,,,,,4
2028,14760500613017,0.0,,,,,1
2029,14760500613017,0.0,,,,,2
2030,14760500613017,0.0,,,,,3
2031,14760500613017,0.0,,,,,4
2032,14760500802001,0.0,,,,,1
2033,14760500802001,0.0,,,,,2
2034,14760500802001,0.0,,,,,3
2035,14760500802001,0.0,,,,,4
2036,14760500802004,0.0,,,,,1
2037,14760500802004,0.0,,,,,2
2038,14760500802004,0.0,,,,,3
2039,14760500802004,0.0,,,,,4
2040,14760500802070,,,,0.0,,1
2041,14760500802070,,,,0.0,,2
2042,14760500802070,,,,0.0,,3
2043,14760500802070,,,,0.0,,4
2044,14760500811032,0.0,,,,,1
2045,14760500811032,0.0,,,,,2
2046,14760500811032,1.0,,,,,3
2047,14760500811032,0.0,,,,,4
2048,14760500811062,,,0.0,,,1
2049,14760500811062,,,0.0,,,2
2050,14760500811062,,,0.0,,,3
2051,14760500811062,,,0.0,,,4
2052,14760500811097,,,,,0.0,1
2053,14760500811097,,,,,0.0,2
2054,14760500811097,,,,,0.0,3
2055,14760500811097,,,,,0.0,4
2056,14770600201002,0.0,,,,,1
2057,14770600201002,0.0,,,,,2
2058,14770600201002,0.0,,,,,3
2059,14770600201002,0.0,,,,,4
2060,14770600201003,,-99.0,,-99.0,,1
2061,14770600201003,,-99.0,,-99.0,,2
2062,14770600201003,,-99.0,,-99.0,,3
2063,14770600201003,,-99.0,,-99.0,,4
2064,14770600201006,,-99.0,,-99.0,0.0,1
2065,14770600201006,,-99.0,,-99.0,0.0,2
2066,14770600201006,,-99.0,,-99.0,-99.0,3
2067,14770600201006,,-99.0,,-99.0,-99.0,4
2068,14770600201017,,,-99.0,,-99.0,1
2069,14770600201017,,,-99.0,,-99.0,2
2070,14770600201017,,,-99.0,,-99.0,3
2071,14770600201017,,,-99.0,,-99.0,4
2072,14770600404007,0.0,0.0,,,,1
2073,14770600404007,0.0,0.0,,,,2
2074,14770600404007,0.0,0.0,,,,3
2075,14770600404007,0.0,0.0,,,,4
2076,14770600528042,,,,,0.0,1
2077,14770600528042,,,,,0.0,2
2078,14770600528042,,,,,0.0,3
2079,14770600528042,,,,,0.0,4
2080,14770600528098,0.0,,,,,1
2081,14770600528098,0.0,,,,,2
2082,14770600528098,1.0,,,,,3
2083,14770600528098,1.0,,,,,4
2084,14770600528146,0.0,,,,0.0,1
2085,14770600528146,0.0,,,,0.0,2
2086,14770600528146,0.0,,,,0.0,3
2087,14770600528146,0.0,,,,0.0,4
2088,14770600929016,,,,,,1
2089,14770600929016,,,,,,2
2090,14770600929016,,,,,,3
2091,14770600929016,,,,,,4
2092,14780700220002,0.0,,,,,1
2093,14780700220002,1.0,,,,,2
2094,14780700220002,0.0,,,,,3
2095,14780700220002,0.0,,,,,4
2096,14780700220003,,0.0,,,0.0,1
2097,14780700220003,,1.0,,,1.0,2
2098,14780700220003,,0.0,,,0.0,3
2099,14780700220003,,0.0,,,0.0,4
2100,14780700220011,0.0,,,,,1
2101,14780700220011,0.0,,,,,2
2102,14780700220011,0.0,,,,,3
2103,14780700220011,0.0,,,,,4
2104,14780700524002,0.0,,,,,1
2105,14780700524002,0.0,,,,,2
2106,14780700524002,0.0,,,,,3
2107,14780700524002,0.0,,,,,4
2108,14780700524010,,,0.0,,,1
2109,14780700524010,,,0.0,,,2
2110,14780700524010,,,0.0,,,3
2111,14780700524010,,,0.0,,,4
2112,14780700911003,,0.0,,,,1
2113,14780700911003,,1.0,,,,2
2114,14780700911003,,0.0,,,,3
2115,14780700911003,,0.0,,,,4
2116,14780700911004,0.0,,,,,1
2117,14780700911004,0.0,,,,,2
2118,14780700911004,0.0,,,,,3
2119,14780700911004,0.0,,,,,4
2120,14780700911089,0.0,,,,,1
2121,14780700911089,1.0,,,,,2
2122,14780700911089,0.0,,,,,3
2123,14780700911089,0.0,,,,,4
2124,14790800152002,,,0.0,,,1
2125,14790800152002,,,0.0,,,2
2126,14790800152002,,,0.0,,,3
2127,14790800152002,,,0.0,,,4
2128,14790800152008,0.0,,,0.0,,1
2129,14790800152008,0.0,,,0.0,,2
2130,14790800152008,0.0,,,0.0,,3
2131,14790800152008,0.0,,,0.0,,4
2132,14790800152009,,0.0,,,,1
2133,14790800152009,,0.0,,,,2
2134,14790800152009,,1.0,,,,3
2135,14790800152009,,0.0,,,,4
2136,14790800152012,1.0,,,,,1
2137,14790800152012,0.0,,,,,2
2138,14790800152012,0.0,,,,,3
2139,14790800152012,0.0,,,,,4
2140,14790800204001,0.0,,0.0,,,1
2141,14790800204001,0.0,,0.0,,,2
2142,14790800204001,0.0,,0.0,,,3
2143,14790800204001,0.0,,0.0,,,4
2144,14790800204002,0.0,,,,,1
2145,14790800204002,0.0,,,,,2
2146,14790800204002,0.0,,,,,3
2147,14790800204002,0.0,,,,,4
2148,14790800204013,,0.0,,,,1
2149,14790800204013,,0.0,,,,2
2150,14790800204013,,0.0,,,,3
2151,14790800204013,,0.0,,,,4
2152,14790800812060,,,,,0.0,1
2153,14790800812060,,,,,0.0,2
2154,14790800812060,,,,,0.0,3
2155,14790800812060,,,,,0.0,4
2156,14800900214077,1.0,,,,,1
2157,14800900214077,0.0,,,,,2
2158,14800900214077,0.0,,,,,3
2159,14800900214077,0.0,,,,,4
2160,14800900214097,1.0,,,,,1
2161,14800900214097,0.0,,,,,2
2162,14800900214097,0.0,,,,,3
2163,14800900214097,0.0,,,,,4
2164,14800900559020,,,1.0,,,1
2165,14800900559020,,,0.0,,,2
2166,14800900559020,,,0.0,,,3
2167,14800900559020,,,0.0,,,4
2168,14800900559075,0.0,,,,,1
2169,14800900559075,0.0,,,,,2
2170,14800900559075,0.0,,,,,3
2171,14800900559075,0.0,,,,,4
2172,14800900559086,,,0.0,,0.0,1
2173,14800900559086,,,0.0,,0.0,2
2174,14800900559086,,,0.0,,0.0,3
2175,14800900559086,,,0.0,,0.0,4
2176,14800900559097,0.0,,,,,1
2177,14800900559097,0.0,,,,,2
2178,14800900559097,0.0,,,,,3
2179,14800900559097,0.0,,,,,4
2180,14800900559119,,,0.0,,,1
2181,14800900559119,,,0.0,,,2
2182,14800900559119,,,0.0,,,3
2183,14800900559119,,,0.0,,,4
2184,14800900802011,,0.0,,,,1
2185,14800900802011,,0.0,,,,2
2186,14800900802011,,0.0,,,,3
2187,14800900802011,,0.0,,,,4
2188,14800900802039,0.0,,,,,1
2189,14800900802039,0.0,,,,,2
2190,14800900802039,0.0,,,,,3
2191,14800900802039,0.0,,,,,4
2192,14800900802046,,0.0,,,,1
2193,14800900802046,,0.0,,,,2
2194,14800900802046,,0.0,,,,3
2195,14800900802046,,0.0,,,,4
2196,14811000201013,,,,0.0,,1
2197,14811000201013,,,,0.0,,2
2198,14811000201013,,,,0.0,,3
2199,14811000201013,,,,0.0,,4
2200,14811000201028,0.0,,,,,1
2201,14811000201028,0.0,,,,,2
2202,14811000201028,1.0,,,,,3
2203,14811000201028,0.0,,,,,4
2204,14811000201033,0.0,,,,,1
2205,14811000201033,0.0,,,,,2
2206,14811000201033,0.0,,,,,3
2207,14811000201033,0.0,,,,,4
2208,14811000527009,,0.0,,,,1
2209,14811000527009,,0.0,,,,2
2210,14811000527009,,0.0,,,,3
2211,14811000527009,,0.0,,,,4
2212,15710101201001,,,,0.0,,1
2213,15710101201001,,,,0.0,,2
2214,15710101201001,,,,0.0,,3
2215,15710101201001,,,,0.0,,4
2216,15710101201003,2.0,,,,,1
2217,15710101201003,0.0,,,,,2
2218,15710101201003,0.0,,,,,3
2219,15710101201003,0.0,,,,,4
